natx =      362
    x       y        z       iph  
     -0.43048      0.07565     -1.67476   3      7.68196
     10.29670      3.11600     -2.34685   1      7.69607
     10.63040      3.03554      1.46051   2      7.69833
      0.33940     12.15010      3.83586   2      7.72369
      0.56834      0.08588      3.65005   2      7.73598
     -2.56910     10.70660      0.61112   1      7.74310
     -3.13842      4.61248     -3.05232   2      7.78901
     10.86690      9.20907      1.31670   2      7.79425
     11.37080      4.65651      0.57574   3      7.79775
      9.12578      1.69459     -3.13528   2      7.79853
      9.12956     10.81350     -3.11428   2      7.80535
      2.57269     -1.44660     -0.58992   1      7.81903
      5.28051      4.62060     -7.28915   2      7.82287
      3.21434      4.62520     -7.43227   3      7.82768
     11.23460      4.63244     -1.40266   2      7.82831
     -3.50610      9.18912     -0.33296   2      7.84547
     -2.57288      1.58770      0.59012   1      7.85688
      7.22033      4.66327      7.07723   2      7.85867
      4.21509     13.75300     -2.08697   2      7.86714
      6.98942      7.60856      7.24322   2      7.86674
      6.09096     13.74920     -0.20449   2      7.87532
      4.81817     12.11600     -4.95724   2      7.89474
      9.65939      9.20419      4.52223   3      7.89701
     -1.39843     12.12730      1.40112   2      7.90605
      7.72971      9.22585      6.35426   3      7.90905
      8.89638     12.13160     -0.95323   2      7.90976
      9.22359      4.61381     -5.26225   3      7.91158
      2.67977     12.14300      5.40513   2      7.93455
      8.65881      0.07225     -0.82308   2      7.95515
      2.58231      9.22370      7.53143   3      7.99185
      9.86810      9.19884     -4.00811   3      8.00046
      8.79514      0.09345      1.15207   3      8.01309
      4.58061      0.05660     -4.82709   2      8.01995
     -3.97431      7.56753      1.98114   2      8.03031
     11.46790      7.57398     -1.55039   2      8.03170
      0.94356     13.74700      0.97269   2      8.04649
      2.14892     13.75760     -2.23009   3      8.06007
      3.14589     13.76650      3.09422   2      8.08056
      6.22712     13.77330      1.77392   3      8.08221
      3.97664     -1.53950     -1.96297   2      8.08273
      4.65032      9.22043      7.67506   2      8.08965
     -3.74258      3.01559     -0.18914   2      8.16306
     -0.32924     12.11380     -3.78006   2      8.18371
      0.10179      1.69631      5.96665   2      8.19172
      7.39136     10.79030     -5.55189   2      8.19471
      0.10557     10.81520      5.98765   2      8.21925
      7.38759      1.67145     -5.57289   2      8.22101
      7.82718     12.14510      4.22795   2      8.22568
      6.31673     -1.54707     -0.39422   2      8.22546
      1.16932     -1.54922      0.78296   2      8.22675
      0.64249      9.18103     -6.83494   3      8.23786
      2.44221      0.08361      5.53528   2      8.24692
      4.50821      0.08315      5.67840   3      8.27334
      4.41384      3.04690      7.81887   2      8.28164
     -1.63599      0.06796      1.53127   2      8.29660
     -3.64443      9.17073     -2.30861   3      8.33724
     -4.20762      4.62599      2.12887   2      8.33948
      7.58962      0.08576      4.35811   2      8.36141
      2.07292      4.66112      8.25440   2      8.36905
      2.90744     -1.52599      3.21821   2      8.37353
     -1.49991     10.69310     -4.57006   1      8.37523
      6.64661      0.05613     -4.68396   3      8.40391
     11.80210      7.69009      2.25791   1      8.43886
      1.07972     13.77110      2.95109   3      8.44415
      1.07483     12.21710     -5.15268   1      8.45930
     -0.56680      0.05445     -3.64991   2      8.47173
     -2.67277      6.23652     -5.36070   2      8.49695
     -1.50368      1.57419     -4.59106   1      8.50736
     -0.63542      9.19989      6.87658   3      8.50891
      1.84202      7.60641      8.42040   2      8.53952
      9.23124     12.24840      2.85533   1      8.55425
     -0.09606     10.79570     -5.94111   2      8.56124
     -0.09983      1.67678     -5.96211   2      8.58495
     -2.23822      1.70380      4.40026   2      8.60088
      4.07995     13.73060     -4.06407   3      8.62734
     -2.23445     10.82270      4.42126   2      8.63019
      9.56185      6.28349      6.65133   2      8.68066
      8.15816     13.74620     -0.06007   3      8.70919
      5.05135     10.79780     -7.11828   2      8.72526
      5.58548      7.70145      8.61627   1      8.73003
     -1.49967      0.08915      3.50643   3      8.73225
     10.30160      4.67002      5.75693   3      8.73231
     -2.90345     10.78600     -3.19754   2      8.74301
     10.39660      1.70061      3.61230   2      8.74440
      5.04758      1.67893     -7.13928   2      8.74692
     -1.93306      4.62305     -6.25510   3      8.75417
     -2.90722      1.66715     -3.21854   2      8.77092
     10.40040     10.81950      3.63330   2      8.77348
      6.65090     -1.43095      3.41408   1      8.80960
      7.62204      6.24082     -7.71505   2      8.82085
      8.79307      7.66093     -6.92728   1      8.85481
      2.01276     13.73350     -4.20849   2      8.86665
     11.70020      6.25648     -3.71104   2      8.86823
     -4.07592      6.13320     -3.99024   1      8.87714
      7.72010     -1.44445     -1.76710   1      8.87672
     -4.07146      4.65006      4.10727   3      8.87901
      0.00675      4.66572      8.11128   3      8.88382
     -2.47179      6.25440      6.56626   2      8.89240
      9.96141      6.23168     -6.15046   2      8.89242
     -0.93232     13.75080     -0.90979   2      8.91611
     -2.43690      9.17561     -5.51414   2      8.91966
     -5.14511      6.14671      1.19094   1      8.94475
      6.98739      1.72160      7.22709   2      8.95663
      8.29330     13.76870      1.91704   2      8.95812
      5.78990      9.18318     -8.01212   3      8.96655
      8.15871      6.18017      8.02178   1      8.97438
      5.02177     13.76270      4.97670   2      8.99554
      6.99116     10.84050      7.24809   2      9.01328
      3.01130      6.17802      9.19896   1      9.02103
      2.47779     12.12310     -6.52650   2      9.02985
      7.29632     13.75970     -3.40727   3      9.06571
      8.05485     -1.52384      2.04104   2      9.06946
      9.73178      9.17764     -5.98326   2      9.09879
     -2.67338      3.00208     -5.37033   2      9.10029
      3.74859     15.36190      0.22890   2      9.11916
      3.74104     -2.87585      0.18690   2      9.11864
      1.50350     -1.43310      4.59126   1      9.11896
     -3.97264     10.79960      1.98365   2      9.13667
     -3.97642      1.68066      1.96265   2      9.13843
     11.46580      1.68711     -1.56888   2      9.13909
     11.46960     10.80600     -1.54788   2      9.14203
      5.24753     -1.53356      4.78697   2      9.14852
     10.63420     12.15440      1.48151   2      9.16684
     -1.06356     12.24410      5.20968   1      9.17356
      2.23852     -1.56272     -4.39822   2      9.18763
      6.22223     12.21920     -6.32986   1      9.19777
      9.79772      9.22258      6.49788   2      9.22374
      5.15347     15.26990     -1.14241   1      9.23563
     10.30040     12.23490     -2.32585   1      9.23582
      9.56124      3.04905      6.64170   2      9.24234
     -0.00203      4.59601     -8.08908   3      9.25170
     -1.17076     -1.54164     -0.78579   2      9.26007
      2.70673      0.05887     -6.71232   2      9.33863
     -4.71363      9.18423      2.87257   3      9.34342
     10.72480      0.07179     -0.67996   3      9.35883
     -3.64013      7.68365      5.78944   1      9.36843
     12.23260      4.64298      3.92294   3      9.40212
      7.62143      3.00638     -7.72468   2      9.40369
      2.57217      9.15937     -8.66697   3      9.41531
      5.14592     -2.96789     -1.18441   1      9.42007
     -4.07635      3.09605     -3.99651   1      9.42087
     -1.06745     13.72840     -2.88690   3      9.42193
     11.69960      3.02204     -3.72067   2      9.43845
     11.80390     10.72650      2.26078   1      9.44798
     -2.47140      3.02196      6.56130   2      9.45412
      9.96180      2.99924     -6.15542   2      9.46908
     10.86310      0.09018      1.29570   2      9.47129
     -5.14555      3.10955      1.18468   1      9.47691
      8.15828      3.14302      8.01552   1      9.48907
     11.80010      1.60766      2.23978   1      9.51302
      7.85791      9.17991     -7.86849   2      9.52753
     -3.73881     12.13450     -0.16814   2      9.53209
      3.01087      3.14087      9.19269   1      9.53333
      1.40166     -2.86672     -1.37769   2      9.53877
      7.72594      0.10696      6.33326   3      9.54015
     -3.50987      0.07022     -0.35396   2      9.54193
      1.40921     15.37110     -1.33569   2      9.54806
      1.83999      1.71945      8.40427   2      9.55339
      9.65562      0.08530      4.50123   3      9.55415
      5.47987     -2.85106      2.62632   2      9.56847
     13.20600      7.59720      0.88486   2      9.58144
      7.08897     13.75970      5.12112   3      9.58254
      1.84376     10.83830      8.42527   2      9.60501
      2.57853      0.10481      7.51043   3      9.61040
     11.93610      9.19557     -3.86448   2      9.61247
      5.48742     15.38670      2.66832   2      9.62812
     -2.70142      9.20036      6.73346   2      9.63764
     -5.48080      6.22523     -2.61893   2      9.64918
     12.97040      6.26085      3.03473   2      9.64880
      9.86433      0.07994     -4.02911   3      9.66337
      0.73580      6.21387     -8.97729   2      9.66573
      6.75382      6.27220      9.39309   2      9.66536
      4.41761     12.16580      7.83987   2      9.68398
      4.64655      0.10154      7.65406   2      9.69384
      5.58731     10.73790      8.61914   1      9.71324
      5.14538      4.59816     -9.26626   3      9.71743
      3.64189     -1.46011     -5.77111   1      9.75168
     12.87130      7.67659     -2.92328   1      9.75456
      5.58354      1.61901      8.59814   1      9.75464
     -2.13665     13.74190      2.29429   3      9.75616
      0.00606     15.26770      0.03477   1      9.77031
      3.07818      4.60113     -9.41068   2      9.78057
     -5.57411      9.19239     -0.47658   3      9.79867
     13.30180      4.62947     -1.25824   3      9.80235
     -4.81116      6.26353      5.00167   2      9.80746
      8.79490     10.69740     -6.92441   1      9.80907
      4.08427     15.28340      4.03878   1      9.82460
     13.43690      4.65191      0.71887   2      9.83492
      1.94156     13.75760      6.29829   3      9.83952
      3.31149      7.54266     -9.55841   2      9.86212
     -0.73296      6.27919      9.00568   2      9.87174
      4.18211      7.59884      9.98915   2      9.88433
      0.63872      0.06214     -6.85594   3      9.88679
      8.79113      1.57849     -6.94541   1      9.91924
      6.54907     -2.86457     -2.55487   2      9.92171
      6.55661     15.37320     -2.51287   2      9.93347
     12.74080      9.20680      3.20193   2      9.93349
     -0.00148     -2.97004     -0.00723   1      9.94775
      4.07673     -2.95438      3.99678   1      9.95248
      7.16016     13.73570     -5.38567   2      9.95477
     -6.08349      4.62981      0.24639   2      9.95999
     -2.57471     -1.44875      0.58725   1      9.96199
     -3.64820      0.05183     -2.32961   3      9.97126
     -4.57529      9.20262      4.84823   2      9.97589
