natx =      362
    x       y        z       iph  
     -1.17076     -1.54164     -0.78579   2      6.57731
      1.40544      6.25218     -1.35669   2      6.62615
      4.41068     -2.83755      7.80750   2      6.62667
      5.14970      6.15101     -1.16341   1      6.63481
      1.40166     -2.86672     -1.37769   2      6.65914
      4.41445      6.28134      7.82850   2      6.66444
      5.01422     -4.47509      4.93470   2      6.74992
     -0.50086      0.09939      8.83124   2      6.75744
      5.58171     -1.41744      8.59527   1      6.76442
      7.82302      6.25870      4.21191   2      6.77152
      7.81925     -2.86020      4.19091   2      6.77426
      5.14592     -2.96789     -1.18441   1      6.80204
     -2.70519      0.08146      6.71246   2      6.80719
      8.15439      4.62732     -0.08106   3      6.85297
     -2.57471     -1.44875      0.58725   1      6.85355
      4.18000      1.71197      9.97066   2      6.86638
      0.93602     -4.49075      0.93069   2      6.89511
      7.72193      1.59200     -1.76423   1      6.93146
      6.55223      3.01989     -2.54350   2      6.94617
     -0.73357      3.04475      8.99605   2      6.95656
      1.93402     -4.48022      6.25630   3      6.95822
     -3.97642      1.68066      1.96265   2      7.00018
      0.43613      1.61686      9.77531   1      7.00421
     -3.64207      1.60121      5.77131   1      7.03039
      9.65562      0.08530      4.50123   3      7.05491
      6.65468      7.68795      3.43508   1      7.06127
      1.49920      0.05398     -3.50679   3      7.07140
      0.10390      7.58318      5.98514   2      7.07438
      2.57647      7.67229     -0.56892   1      7.07745
      6.21958     -4.46453      1.73192   3      7.15897
      8.65881      0.07225     -0.82308   2      7.21761
      8.15828      3.14302      8.01552   1      7.25169
      6.78494      0.07452     -2.70831   2      7.27046
      6.75421      3.03976      9.38814   2      7.38739
      8.89260      3.01275     -0.97423   2      7.42454
      6.52042      0.09927      9.53929   2      7.45098
      3.01130      6.17802      9.19896   1      7.46503
     -0.13318     -4.47724      6.11188   2      7.47197
     10.39660      1.70061      3.61230   2      7.49738
      5.15038     -4.45102      6.91310   3      7.51955
     -3.50987      0.07022     -0.35396   2      7.52824
      3.00753     -2.94087      9.17796   1      7.55394
      1.60681      3.03761     10.56530   2      7.57509
      4.17833     -1.52005      9.96815   2      7.58377
      3.94880      4.65731     10.13690   2      7.58926
     -3.74258      3.01559     -0.18914   2      7.58987
      3.65150      9.21020      2.35025   3      7.59156
      9.56124      3.04905      6.64170   2      7.59875
      7.72010     -1.44445     -1.76710   1      7.61354
     -4.07146      4.65006      4.10727   3      7.62783
      2.24019      1.66930     -4.39571   2      7.64801
      0.43430     -1.41959      9.77244   1      7.66741
      6.32050      7.57183     -0.37322   2      7.67991
      7.08142     -4.47807      5.07912   3      7.68696
     -3.64391     -1.43525      5.76844   1      7.69998
     -3.97808     -1.55137      1.96014   2      7.72261
      9.22790      6.16666      2.84060   1      7.74414
     -4.20762      4.62599      2.12887   2      7.77025
      6.08342     -4.48860     -0.24649   2      7.77683
      9.79395      0.10369      6.47688   2      7.78154
     -2.47179      6.25440      6.56626   2      7.79914
     -2.47556     -2.86450      6.54526   2      7.80518
     -4.71740      0.06534      2.85157   3      7.80995
      1.37302      0.09712     10.71650   2      7.81676
      3.43902      0.09665     10.85960   3      7.82232
      4.07629     -5.99153      3.99051   1      7.82281
     -4.57907      0.08373      4.82723   2      7.82819
     -0.33301      2.99494     -3.80106   2      7.84290
     10.16540      4.64595      3.77852   2      7.84888
      9.22413     -2.95223      2.81960   1      7.85712
      2.44599      9.20251      5.55628   2      7.86534
     -1.07122      4.60951     -2.90790   3      7.86538
      0.57211      9.20477      3.67105   2      7.86775
     -3.00226      4.63655     -1.07391   3      7.87401
     -0.56680      0.05445     -3.64991   2      7.87686
      3.98041      7.57940     -1.94197   2      7.89460
     -2.56887      0.10266      8.68761   3      7.90211
     -2.23619      7.59076      4.41639   2      7.90800
      8.05862      7.59505      2.06204   2      7.90877
      1.84202      7.60641      8.42040   2      7.93557
      4.07618      4.61166     -4.08507   3      7.95066
     -2.00906     -4.47343      4.22940   2      7.96139
      2.06915     -4.45777      8.23340   2      7.98736
     -3.20962      4.63653      7.45447   3      7.99616
      0.43378      9.18638      1.69540   3      8.02646
      3.51518      9.18900      0.37510   2      8.02986
     10.63040      3.03554      1.46051   2      8.03054
     -4.81178      3.02909      4.99204   2      8.03102
      5.71952      9.20692      2.49388   2      8.04356
      2.00898      4.61463     -4.22949   2      8.05053
      4.51199      9.20204      5.69940   3      8.05597
     -2.14419     -4.49587      2.25229   3      8.05842
      2.67223     -6.09479      5.36313   2      8.09213
     10.39490     -1.53141      3.60979   2      8.16464
     -1.16699      7.57725     -0.76480   2      8.18503
      6.55284      6.25433     -2.53387   2      8.19185
     -0.73673     -2.83970      8.98468   2      8.19461
      6.54907     -2.86457     -2.55487   2      8.21682
     -0.73296      6.27919      9.00568   2      8.22345
      6.98942      7.60856      7.24322   2      8.22529
      5.47926     -6.08550      2.61669   2      8.22634
      0.33186     -6.08765      3.79386   2      8.22823
      6.01600      4.65433     10.28130   3      8.25638
      4.20754     -4.48479     -2.12896   2      8.28541
      8.28575     -4.46913      1.87504   2      8.29755
      2.14137     -4.48019     -2.27209   3      8.30952
      2.23852     -1.56272     -4.39822   2      8.31943
     10.86310      0.09018      1.29570   2      8.34181
     10.30160      4.67002      5.75693   3      8.35792
      0.00298     -4.45317      8.09028   3      8.37070
      4.58061      0.05660     -4.82709   2      8.38536
      5.58118      9.18853      0.51822   3      8.39337
     -0.93986     -4.48694     -0.95179   2      8.40187
      8.15871      6.18017      8.02178   1      8.40282
      3.74143     -6.10830      0.18194   2      8.42593
     -5.14555      3.10955      1.18468   1      8.42655
      7.21656     -4.45562      7.05623   2      8.43842
      8.15493     -2.93872      8.00078   1      8.48021
      7.29255      4.64085     -3.42827   3      8.48918
      5.58548      7.70145      8.61627   1      8.49711
      9.32740      1.71412      8.79349   2      8.49843
     -2.57094      7.67014      0.60825   1      8.51151
      4.81439      2.99709     -4.97824   2      8.51796
      6.75005     -2.84669      9.37209   2      8.56078
      6.75382      6.27220      9.39309   2      8.58520
      8.89222      6.24519     -0.96928   2      8.60100
      8.88844     -2.87370     -0.99028   2      8.62960
      2.58231      9.22370      7.53143   3      8.67138
     -2.90722      1.66715     -3.21854   2      8.67904
     -1.49590      9.20805      3.52743   3      8.70552
      1.07106      3.09820     -5.17368   1      8.70752
      1.60265     -2.84884     10.54930   2      8.72505
      9.55808     -2.83540      6.63033   2      8.74282
     -3.74197      6.25003     -0.17951   2      8.74462
      1.60642      6.27005     10.57030   2      8.74738
      8.58642      0.09880      9.68241   3      8.74851
     -3.64820      0.05183     -2.32961   3      8.75022
     -3.74574     -2.86887     -0.20051   2      8.77127
      8.15062     -4.49157     -0.10206   3      8.77102
      9.56185      6.28349      6.65133   2      8.77311
     -0.96740      1.70982     11.14780   2      8.82233
     -0.00191     -6.00719     -0.01350   1      8.85642
     -2.13653      3.13872     10.36990   1      8.86536
     -5.04561      1.69416      7.14383   2      8.86878
     10.73090      1.62116      7.42096   1      8.87738
     -1.07111     -5.99368      5.16769   1      8.88283
     10.72480      0.07179     -0.67996   3      8.88723
      9.12578      1.69459     -3.13528   2      8.89216
     -3.30742      1.71730      9.58144   2      8.89267
      6.64661      0.05613     -4.68396   3      8.89977
      4.65032      9.22043      7.67506   2      8.90652
     -1.63222      9.18685      1.55227   2      8.90990
      7.59339      9.20465      4.37911   2      8.91703
      9.09620      4.65946      8.95971   2      8.93946
     11.80010      1.60766      2.23978   1      8.94548
      1.64131      9.19127     -1.51013   2      8.94679
     -0.33339      6.22738     -3.79611   2      8.95702
     -1.50368      1.57419     -4.59106   1      8.97495
      0.86859      4.65218     11.45850   3      8.98179
     -0.33717     -2.89151     -3.81711   2      9.01301
      3.64372      1.57634     -5.76824   1      9.02199
     -0.63542      9.19989      6.87658   3      9.05978
      4.18211      7.59884      9.98915   2      9.06273
      9.32574     -1.51790      8.79098   2      9.08651
     -3.07448      4.65897      9.43158   2      9.11464
      2.91296     10.82480      3.24408   2      9.11926
      2.90541     -7.41295      3.20208   2      9.11854
     -1.40598     -6.11044      1.35912   2      9.12061
     -3.97431      7.56753      1.98114   2      9.12629
     10.62730     -2.84891      1.44914   2      9.13544
      7.72387      7.67444     -1.74610   1      9.13772
     10.63100      6.26998      1.47014   2      9.13947
     -4.81116      6.26353      5.00167   2      9.14031
     -4.81494     -2.85536      4.98067   2      9.14092
      4.41006     -6.07199      7.79787   2      9.14730
      5.14549     -6.00504     -1.19067   1      9.16151
     -3.13842      4.61248     -3.05232   2      9.18715
      1.40105     -6.10116     -1.38732   2      9.19097
      1.50910     10.72230      4.61513   1      9.23041
      0.43807      7.69930      9.79344   1      9.23061
     -3.64013      7.68365      5.78944   1      9.23148
      6.65674      0.12047     11.51440   3      9.23606
      7.81963     -6.09264      4.18595   2      9.26556
     -2.90889     -1.56487     -3.22105   2      9.27749
      3.94503     -4.46159     10.11590   2      9.30700
     11.37080      4.65651      0.57574   3      9.34407
     10.29670      3.11600     -2.34685   1      9.35865
     -4.07523     -4.46883      4.08627   3      9.36231
     -0.96907     -1.52220     11.14530   2      9.39283
     10.72910     -1.41529      7.41809   1      9.40682
     -5.57788      0.07350     -0.49758   3      9.40948
     -5.14511      6.14671      1.19094   1      9.41948
      1.50156     -7.51554      4.57313   1      9.42517
     -5.04728     -1.53786      7.14132   2      9.44361
      4.08496      4.68138     12.11530   3      9.45054
     -3.30916     -1.51463      9.57657   2      9.45562
      7.72971      9.22585      6.35426   3      9.46552
      9.12404     -1.53735     -3.14015   2      9.46716
     11.79830     -1.42880      2.23691   1      9.47681
     -4.21139     -4.49290      2.10787   2      9.50626
     -1.50551     -1.46226     -4.59393   1      9.51990
     10.39870      7.58748      3.63079   2      9.53172
     -0.42670      9.19454     -1.65376   3      9.53915
      5.25297     10.81740      4.81048   2      9.54141
     -5.14889     -2.97219      1.16995   1      9.54102
     -1.19861      4.65516     11.31410   2      9.54165
     10.16160     -4.47294      3.75752   2      9.54228
      5.24542     -7.42043      4.76848   2      9.54620
      4.81401      6.22953     -4.97329   2      9.55360
      3.64189     -1.46011     -5.77111   1      9.56295
      1.17476     10.80170      0.80647   2      9.57013
     -6.54961      3.00630      2.55730   2      9.57114
     -3.00603     -4.48234     -1.09491   3      9.58776
      4.81024     -2.88936     -4.99428   2      9.60461
     -5.27681      4.63950      7.31005   2      9.60864
     -1.07499     -4.50938     -2.92890   3      9.60962
      2.24229      7.55617     -4.37722   2      9.61436
      9.35872      4.63625     -3.28514   2      9.61965
      1.16722     -7.43609      0.76447   2      9.62542
     -6.31643      1.68814      0.39625   2      9.64909
     12.13480      1.72375      6.04992   2      9.64892
      1.07149      6.13535     -5.16742   1      9.66425
      5.91819      1.73511     12.40830   2      9.66571
     -0.09983      1.67678     -5.96211   2      9.66540
     -3.21339     -4.48237      7.43347   3      9.66993
      4.07241     -4.50723     -4.10607   3      9.67807
      1.50934      0.11832     12.69160   3      9.70237
      3.00710     -5.97802      9.17169   1      9.71779
     -6.21474      3.12306      6.36586   1      9.75379
      8.79891      9.21234      1.17307   3      9.75912
      2.00521     -4.50426     -4.25049   2      9.75862
      3.57735      0.11504     12.83520   2      9.76590
      6.65651     10.72440      3.43795   1      9.76867
      2.57830     10.70870     -0.56605   1      9.77353
     12.23260      4.64298      3.92294   3      9.80008
      4.72070      9.19669     -2.83093   3      9.80033
     -6.64708      0.08700      4.68360   3      9.80197
      1.06772     -2.98354     -5.18841   1      9.80455
     11.46580      1.68711     -1.56888   2      9.80685
     -2.13610      6.17587     10.37610   1      9.82897
     -6.78340      0.06581      2.70845   2      9.84391
      6.01222     -4.46456     10.26030   3      9.86021
      2.47402      3.00423     -6.54750   2      9.86592
      7.38759      1.67145     -5.57289   2      9.87023
      3.34464      3.06041     13.00010   2      9.88024
     -2.13987     -2.94302     10.35510   1      9.89810
     -6.08349      4.62981      0.24639   2      9.91371
      0.10557     10.81520      5.98765   2      9.92423
      0.09802     -7.42258      5.94566   2      9.93178
     10.29780     -4.44888      5.73593   3      9.93891
      6.64896     -7.51339      3.39595   1      9.95007
     12.73700      0.08791      3.18093   2      9.95999
      9.22370     -5.98938      2.81333   1      9.96249
     11.23460      4.63244     -1.40266   2      9.96354
     -0.49708      9.21828      8.85224   2      9.98670
     -2.70142      9.20036      6.73346   2      9.99883
