natx =      362
    x       y        z       iph  
     -6.21431      6.16021      6.37213   1      7.02895
      7.08519      4.64083      5.10012   3      7.05826
      4.08384     12.24630      4.03251   1      7.06091
     -2.46763     12.14080      6.58230   2      7.06965
     -1.07122      4.60951     -2.90790   3      7.07479
      0.00563     12.23060      0.02850   1      7.07815
      3.64773      0.09130      2.32925   3      7.16440
      6.08719      4.63029     -0.22549   2      7.22193
      5.58548      7.70145      8.61627   1      7.25099
      4.21132      4.63410     -2.10796   2      7.27175
      4.18211      7.59884      9.98915   2      7.38709
      6.32050      7.57183     -0.37322   2      7.42589
      3.94880      4.65731     10.13690   2      7.44865
      0.43991     10.73580      9.79631   1      7.45995
     -2.70519      0.08146      6.71246   2      7.47214
      7.82302      6.25870      4.21191   2      7.49706
      2.57853      0.10481      7.51043   3      7.52133
     -6.08349      4.62981      0.24639   2      7.52932
      0.43613      1.61686      9.77531   1      7.55189
     -0.96530      7.59669     11.16630   2      7.57379
      1.60681      3.03761     10.56530   2      7.58092
      1.37679      9.21601     10.73750   2      7.58767
     -6.31440      7.57510      0.41238   2      7.58856
      1.07972     13.77110      2.95109   3      7.59253
      6.98942      7.60856      7.24322   2      7.59982
      5.14926      3.11385     -1.16968   1      7.61888
     -6.64331      9.20590      4.70460   3      7.62421
     -0.33339      6.22738     -3.79611   2      7.65034
     -2.13653      3.13872     10.36990   1      7.66355
      3.74897     12.12950      0.22394   2      7.68103
      4.50821      0.08315      5.67840   3      7.68559
     -6.21474      3.12306      6.36586   1      7.69710
     -6.54961      3.00630      2.55730   2      7.72281
      6.65651     10.72440      3.43795   1      7.74457
     -6.77963      9.18470      2.72945   2      7.76863
      3.51141      0.07011      0.35410   2      7.77917
      7.22033      4.66327      7.07723   2      7.78080
     -5.04184     10.81310      7.16483   2      7.79453
     -5.04561      1.69416      7.14383   2      7.80236
     -7.28782      4.62087      3.45046   3      7.80819
     -1.19861      4.65516     11.31410   2      7.81272
      0.86859      4.65218     11.45850   3      7.82053
      1.50350     -1.43310      4.59126   1      7.82453
     -7.15269      4.64331      5.42757   2      7.82823
     -2.90511      7.55402     -3.20005   2      7.84300
      7.59339      9.20465      4.37911   2      7.84949
      6.65274      1.60551      3.41695   1      7.86041
     -0.12564     13.76050      6.15387   2      7.86185
     -2.00151     13.76440      4.27140   2      7.86719
     -3.64443      9.17073     -2.30861   3      7.86772
     -5.57411      9.19239     -0.47658   3      7.87375
     -3.13842      4.61248     -3.05232   2      7.88032
      1.40860     12.13660     -1.34532   2      7.89603
     -5.14065      4.66357      9.28846   3      7.90012
     -4.80800     12.14800      5.01304   2      7.90398
      5.48680     12.15230      2.65869   2      7.90836
     -0.72980     12.16360      9.01705   2      7.92967
      1.50298      9.17288     -3.48579   3      7.95349
     -4.57907      0.08373      4.82723   2      7.96116
     -0.50086      0.09939      8.83124   2      7.98680
     -5.78282      9.19774      8.05376   3      7.99500
     -2.13665     13.74190      2.29429   3      8.02177
      0.94356     13.74700      0.97269   2      8.02948
     -7.38359      7.58861      5.59357   2      8.02932
      8.05862      7.59505      2.06204   2      8.03205
      3.14589     13.76650      3.09422   2      8.04303
     -0.56303      9.17334     -3.62891   2      8.05108
      1.94156     13.75760      6.29829   3      8.05131
     -4.71740      0.06534      2.85157   3      8.05785
      0.10013     -1.53571      5.96414   2      8.09293
      7.82341      3.02625      4.20695   2      8.16716
     -3.73881     12.13450     -0.16814   2      8.18470
     -3.30742      1.71730      9.58144   2      8.19156
      3.98215     10.81130     -1.93710   2      8.19488
     -3.30364     10.83620      9.60244   2      8.21685
      4.41761     12.16580      7.83987   2      8.22138
      3.97838      1.69244     -1.95810   2      8.22341
      2.90744     -1.52599      3.21821   2      8.22751
     -2.23996     -1.52814      4.39539   2      8.22836
      3.44279      9.21555     10.88060   3      8.25457
      1.63754      0.07237     -1.53113   2      8.29086
      5.71574      0.08803      2.47288   2      8.30266
     -0.43048      0.07565     -1.67476   3      8.31566
     -0.33301      2.99494     -3.80106   2      8.32464
      8.28952      4.64976      1.89604   2      8.34211
      7.72971      9.22585      6.35426   3      8.35630
     -2.56887      0.10266      8.68761   3      8.37072
      2.00898      4.61463     -4.22949   2      8.39028
      3.01076     13.74410      1.11711   3      8.39116
      5.58731     10.73790      8.61914   1      8.40014
     -3.50987      0.07022     -0.35396   2      8.40460
     -7.71834      7.66799      1.78543   1      8.42597
      1.16932     -1.54922      0.78296   2      8.42742
      4.64655      0.10154      7.65406   2      8.44051
      5.58354      1.61901      8.59814   1      8.48023
      4.72070      9.19669     -2.83093   3      8.49205
      3.01464     12.25980      9.21369   1      8.49375
      6.75382      6.27220      9.39309   2      8.49675
     -5.14177     12.22840      1.20568   1      8.50989
      2.24229      7.55617     -4.37722   2      8.51894
      4.18000      1.71197      9.97066   2      8.56069
      4.18377     10.83090      9.99166   2      8.58349
      6.32217     10.80380     -0.37071   2      8.60411
      6.31839      1.68496     -0.39171   2      8.63436
      0.01052     13.78460      8.13228   3      8.67140
     -5.48080      6.22523     -2.61893   2      8.68090
     -4.06769     13.76900      4.12827   3      8.70533
     -1.50174      7.65663     -4.57293   1      8.70824
     -0.96740      1.70982     11.14780   2      8.72249
     -6.31266     10.80700      0.41725   2      8.74290
     -0.96363     10.82870     11.16880   2      8.74320
      6.98739      1.72160      7.22709   2      8.74452
      6.01600      4.65433     10.28130   3      8.74906
     -6.21863      4.60736     -1.73072   3      8.75082
      5.57741      0.06964      0.49722   3      8.77141
      6.99116     10.84050      7.24809   2      8.77147
     -6.31643      1.68814      0.39625   2      8.77291
     -3.54098      6.26790     11.74740   2      8.82033
     -2.57471     -1.44875      0.58725   1      8.85819
     -4.70933      7.69715     10.97060   1      8.86376
     -7.61919      6.25225      7.74344   2      8.86794
      8.15871      6.18017      8.02178   1      8.87792
     -3.64391     -1.43525      5.76844   1      8.88385
      8.15439      4.62732     -0.08106   3      8.89202
     -5.88036      6.27704     10.18290   2      8.89203
      6.55284      6.25433     -2.53387   2      8.89283
      4.07618      4.61166     -4.08507   3      8.90457
      2.07670     13.78000      8.27540   2      8.90515
     -4.20384     13.74490      2.14987   2      8.90801
      5.02177     13.76270      4.97670   2      8.91558
      6.52419      9.21816      9.56029   2      8.93905
      9.22790      6.16666      2.84060   1      8.94679
     -0.93232     13.75080     -0.90979   2      8.94710
     -2.90345     10.78600     -3.19754   2      8.95765
     -4.07592      6.13320     -3.99024   1      8.97536
     -1.70461      9.21340     12.05780   3      8.97968
     -2.90722      1.66715     -3.21854   2      9.01522
      1.07149      6.13535     -5.16742   1      9.02319
     -3.20584     13.75540      7.47547   3      9.05352
      1.61058     12.15650     10.58630   2      9.05777
      6.75421      3.03976      9.38814   2      9.08580
     -5.64449      9.21613     10.02940   2      9.10865
      0.34001     15.38460      3.84549   2      9.11885
      0.33247     -2.85321      3.80349   2      9.11901
     -3.97808     -1.55137      1.96014   2      9.12116
     -6.54584     12.12520      2.57830   2      9.12392
     -7.38185     10.82050      5.59844   2      9.13542
     -7.38563      1.70165      5.57744   2      9.13925
      8.05659      1.70810      2.04591   2      9.14029
      5.15304     12.23270     -1.14868   1      9.14024
      8.06036     10.82700      2.06691   2      9.14119
      1.83825     -1.51248      8.39940   2      9.14795
      2.57269     -1.44660     -0.58992   1      9.16370
     -5.71043      9.17119     -2.45173   2      9.18668
     -1.17076     -1.54164     -0.78579   2      9.19148
     -2.13276     12.25760     10.39090   1      9.22552
     -6.21097     12.24200      6.38686   1      9.22723
     -1.06313     15.28130      5.21595   1      9.22890
      4.08496      4.68138     12.11530   3      9.23567
      5.24753     -1.53356      4.78697   2      9.26708
     -5.48041      2.99279     -2.62389   2      9.28053
      1.37302      0.09712     10.71650   2      9.30716
      8.79891      9.21234      1.17307   3      9.34534
      7.72387      7.67444     -1.74610   1      9.35951
     -6.64708      0.08700      4.68360   3      9.36363
     -3.54060      3.03546     11.74250   2      9.38896
      8.15828      3.14302      8.01552   1      9.40757
     -8.14967      4.63440      0.10326   3      9.40836
     -7.71651     10.70440      1.78830   1      9.41759
     -1.07068     -2.95653      5.17395   1      9.42601
     -7.61881      3.01981      7.73848   2      9.44095
      1.51311      9.23721     12.71260   3      9.44501
     -5.88097      3.04260     10.17320   2      9.45205
      5.15793     13.78680      6.95510   3      9.46658
      6.55223      3.01989     -2.54350   2      9.47275
      9.22747      3.12951      2.83433   1      9.48030
     -6.78340      0.06581      2.70845   2      9.50637
     -4.07635      3.09605     -3.99651   1      9.52305
      7.82718     12.14510      4.22795   2      9.53139
      2.67939     15.37540      5.41008   2      9.53887
     -2.99849     13.75540     -1.05291   3      9.53966
     -3.77062      9.21386     11.91460   2      9.53940
     -7.72028      1.58555      1.76730   1      9.54153
      7.58962      0.08576      4.35811   2      9.54424
      2.67184     -2.86235      5.36808   2      9.54781
      2.24396     10.78820     -4.37471   2      9.55640
      1.07106      3.09820     -5.17368   1      9.56799
     -1.39882     15.35980      1.40607   2      9.56876
     -9.12172      7.56538      3.15831   2      9.56979
     -5.57788      0.07350     -0.49758   3      9.59170
     -7.84882      9.19821      7.91063   2      9.60645
      2.24019      1.66930     -4.39571   2      9.60887
     -3.64820      0.05183     -2.32961   3      9.61058
     -0.32924     12.11380     -3.78006   2      9.61644
      6.78871      9.19342     -2.68731   2      9.62376
     -1.40636     -2.87800      1.36408   2      9.62805
     -8.88937      6.24788      0.99766   2      9.64882
      9.56185      6.28349      6.65133   2      9.64918
      3.34525      6.29485     13.00970   2      9.66535
     -2.67277      6.23652     -5.36070   2      9.66575
     -1.49991     10.69310     -4.57006   1      9.66671
     -5.78659      0.07885      8.03276   3      9.66802
      1.49920      0.05398     -3.50679   3      9.67945
     -1.06245      4.67923     13.29250   3      9.70103
      0.43430     -1.41959      9.77244   1      9.71848
     -8.78754      7.68150      6.96661   1      9.75262
     -0.56680      0.05445     -3.64991   2      9.76047
      6.22712     13.77330      1.77392   3      9.76089
      1.00373      4.67463     13.43560   2      9.76448
      4.08427     15.28340      4.03878   1      9.76797
      0.00606     15.26770      0.03477   1      9.77281
      9.65939      9.20419      4.52223   3      9.80036
     -9.21886      4.64791      5.28445   3      9.80013
      2.14892     13.75760     -2.23009   3      9.80184
      8.89222      6.24519     -0.96928   2      9.80781
     -1.50368      1.57419     -4.59106   1      9.80928
     -4.70750     10.73360     10.97350   1      9.82354
     -9.35502      4.62384      3.30604   2      9.84277
      3.43902      0.09665     10.85960   3      9.85776
     -0.09780      7.56374     -5.94598   2      9.86616
      4.81401      6.22953     -4.97329   2      9.87222
      0.77282      7.61992     13.60160   2      9.87980
     -4.71127      1.61471     10.95250   1      9.89500
     -8.65350      9.18697      0.84422   2      9.91099
     -2.46802     15.37330      6.58726   2      9.92172
     -2.47556     -2.86450      6.54526   2      9.93315
      7.72594      0.10696      6.33326   3      9.94159
      4.07673     -2.95438      3.99678   1      9.95159
     10.16540      4.64595      3.77852   2      9.96212
      6.65090     -1.43095      3.41408   1      9.96427
      8.66259      9.19115     -0.80208   2      9.96487
     -3.07071     13.77790      9.45258   2      9.98546
     -5.27304     13.75840      7.33105   2      9.99471
