natx =      358
    x       y        z       iph  
     -2.47518     -6.09694      6.54031   2      7.47253
     -3.00603     -4.48234     -1.09491   3      7.49385
      6.21958     -4.46453      1.73192   3      7.50495
      6.22335      4.65436      1.75292   3      7.51365
      6.98565     -1.51033      7.22222   2      7.51609
      6.98739      1.72160      7.22709   2      7.52845
      1.60265     -2.84884     10.54930   2      7.56826
      1.60681      3.03761     10.56530   2      7.59015
      2.14514      4.63870     -2.25109   3      7.61860
      2.14137     -4.48019     -2.27209   3      7.64179
      7.72594      0.10696      6.33326   3      7.64422
      4.71693      0.07780     -2.85193   3      7.71309
      1.50156     -7.51554      4.57313   1      7.71375
      1.50727      7.68580      4.61226   1      7.71810
     -5.78659      0.07885      8.03276   3      7.71932
      3.74481      6.24304      0.20790   2      7.73657
      3.43902      0.09665     10.85960   3      7.75996
     -6.54961      3.00630      2.55730   2      7.77082
      3.74143     -6.10830      0.18194   2      7.77594
     -6.31643      1.68814      0.39625   2      7.78156
     -6.31817     -1.54379      0.39138   2      7.79075
     -6.55377     -2.88015      2.54125   2      7.79401
     -0.96907     -1.52220     11.14530   2      7.81816
     -0.96740      1.70982     11.14780   2      7.82358
      8.05485     -1.52384      2.04104   2      7.82510
      8.05659      1.70810      2.04591   2      7.82842
     -2.13987     -2.94302     10.35510   1      7.83969
      7.81925     -2.86020      4.19091   2      7.84540
      7.82341      3.02625      4.20695   2      7.84836
     -2.90722      1.66715     -3.21854   2      7.85870
     -2.13653      3.13872     10.36990   1      7.86061
      0.09802     -7.42258      5.94566   2      7.86537
      0.10390      7.58318      5.98514   2      7.86634
      2.90541     -7.41295      3.20208   2      7.86726
      2.91122      7.59290      3.23921   2      7.87511
     -2.90889     -1.56487     -3.22105   2      7.87582
     -6.21474      3.12306      6.36586   1      7.91242
     -6.21808     -2.95868      6.35113   1      7.91294
      5.47926     -6.08550      2.61669   2      7.95436
      5.48364      6.26783      2.64732   2      7.96163
      1.40544      6.25218     -1.35669   2      7.98726
      1.40105     -6.10116     -1.38732   2      8.02175
      1.17309      7.56968      0.80396   2      8.02979
     -2.24199     -7.41510      4.37926   2      8.04300
     -2.23619      7.59076      4.41639   2      8.04840
     -0.33301      2.99494     -3.80106   2      8.04972
      1.16722     -7.43609      0.76447   2      8.07862
      7.08142     -4.47807      5.07912   3      8.08044
      7.08519      4.64083      5.10012   3      8.08234
     -0.33717     -2.89151     -3.81711   2      8.08981
      6.08719      4.63029     -0.22549   2      8.13238
     -1.07122      4.60951     -2.90790   3      8.13398
      6.08342     -4.48860     -0.24649   2      8.15648
     -1.07499     -4.50938     -2.92890   3      8.19145
      4.21132      4.63410     -2.10796   2      8.19259
     -3.07825     -4.45992      9.41058   2      8.19386
      4.20754     -4.48479     -2.12896   2      8.21795
     -3.07448      4.65897      9.43158   2      8.22231
     -0.73734     -6.07414      8.97505   2      8.24627
     -5.28059     -4.47939      7.28905   2      8.26362
     -5.27681      4.63950      7.31005   2      8.26399
     -0.73296      6.27919      9.00568   2      8.29050
     -4.81555     -6.08980      4.97104   2      8.29846
     -4.81116      6.26353      5.00167   2      8.30228
     -7.38563      1.70165      5.57744   2      8.34185
     -7.38737     -1.53029      5.57257   2      8.34239
      4.41006     -6.07199      7.79787   2      8.35947
      2.24019      1.66930     -4.39571   2      8.36909
      6.52042      0.09927      9.53929   2      8.37325
      2.23852     -1.56272     -4.39822   2      8.38367
      4.41445      6.28134      7.82850   2      8.40466
     -3.74197      6.25003     -0.17951   2      8.44053
     -3.74635     -6.10331     -0.21014   2      8.47471
      3.00710     -5.97802      9.17169   1      8.55592
      3.01130      6.17802      9.19896   1      8.59498
      3.94503     -4.46159     10.11590   2      8.59570
      8.79514      0.09345      1.15207   3      8.59802
      3.94880      4.65731     10.13690   2      8.62586
     -1.50368      1.57419     -4.59106   1      8.62712
     -7.72028      1.58555      1.76730   1      8.63086
     -7.72211     -1.45090      1.76443   1      8.63970
     -1.50551     -1.46226     -4.59393   1      8.64076
     -5.14511      6.14671      1.19094   1      8.68473
     -1.70839      0.09450     12.03680   3      8.69001
     -5.14932     -6.00934      1.16368   1      8.71901
      7.21656     -4.45562      7.05623   2      8.74224
     -6.08349      4.62981      0.24639   2      8.74520
     -2.57094      7.67014      0.60825   1      8.75391
      7.22033      4.66327      7.07723   2      8.77217
     -6.08726     -4.48909      0.22539   2      8.77222
     -5.71420      0.05230     -2.47273   2      8.77263
     -2.57665     -7.53119      0.56912   1      8.79771
     -1.16699      7.57725     -0.76480   2      8.86716
     -5.64826      0.09724     10.00840   2      8.89205
      6.78494      0.07452     -2.70831   2      8.89276
     -3.13842      4.61248     -3.05232   2      8.89688
     -1.17280     -7.42860     -0.80192   2      8.90603
      2.57647      7.67229     -0.56892   1      8.91020
     -3.97431      7.56753      1.98114   2      8.91049
      5.24542     -7.42043      4.76848   2      8.91460
      5.25130      7.58533      4.80797   2      8.91726
      6.75005     -2.84669      9.37209   2      8.91937
      6.75421      3.03976      9.38814   2      8.93969
     -3.64585     -7.51769      5.75031   1      8.94308
     -3.64013      7.68365      5.78944   1      8.94504
      1.83621     -7.39944      8.38327   2      8.94633
     -3.14219     -4.50641     -3.07332   2      8.94763
      2.57076     -7.52904     -0.60805   1      8.95144
     -3.98019     -7.43824      1.94165   2      8.95632
      1.84202      7.60641      8.42040   2      8.99657
      5.14970      6.15101     -1.16341   1      8.99727
      0.86482     -4.46671     11.43750   3      9.02516
      5.14549     -6.00504     -1.19067   1      9.02689
      0.86859      4.65218     11.45850   3      9.05050
     -1.20238     -4.46374     11.29310   2      9.06889
     -7.28782      4.62087      3.45046   3      9.07318
      1.50934      0.11832     12.69160   3      9.09025
     -1.19861      4.65516     11.31410   2      9.09590
      7.72193      1.59200     -1.76423   1      9.09745
      6.55223      3.01989     -2.54350   2      9.09849
      7.72010     -1.44445     -1.76710   1      9.10170
     -7.29160     -4.49802      3.42946   3      9.10129
      6.54907     -2.86457     -2.55487   2      9.10935
      0.56457     -9.03301      3.62905   2      9.11874
      0.57211      9.20477      3.67105   2      9.11909
      9.65562      0.08530      4.50123   3      9.12732
     -4.71310     -1.42174     10.94960   1      9.13473
      8.28575     -4.46913      1.87504   2      9.13568
      8.28952      4.64976      1.89604   2      9.13942
     -4.71127      1.61471     10.95250   1      9.13957
     -7.15269      4.64331      5.42757   2      9.14005
     -7.15646     -4.47558      5.40657   2      9.14101
     -5.48041      2.99279     -2.62389   2      9.18696
      2.00898      4.61463     -4.22949   2      9.20207
     -5.14443     -4.45532      9.26746   3      9.20903
      9.22413     -2.95223      2.81960   1      9.21122
      9.22747      3.12951      2.83433   1      9.21498
     -5.48457     -2.89366     -2.63993   2      9.22375
     -5.14065      4.66357      9.28846   3      9.23772
      8.65881      0.07225     -0.82308   2      9.24507
      2.00521     -4.50426     -4.25049   2      9.24960
      8.15493     -2.93872      8.00078   1      9.25390
      8.15828      3.14302      8.01552   1      9.27438
      1.60303     -6.08128     10.54430   2      9.30755
      0.43378      9.18638      1.69540   3      9.30924
     -3.77439      0.09497     11.89360   2      9.31716
      1.07106      3.09820     -5.17368   1      9.33757
      1.60642      6.27005     10.57030   2      9.33869
     -1.50345     -9.02974      3.48543   3      9.34931
     -1.49590      9.20805      3.52743   3      9.35373
      0.42623     -9.05140      1.65340   3      9.35383
      1.06772     -2.98354     -5.18841   1      9.36975
      4.58061      0.05660     -4.82709   2      9.37907
     -7.85260      0.07931      7.88964   2      9.42761
     -2.14031     -5.98017     10.34890   1      9.43407
     -4.07635      3.09605     -3.99651   1      9.43960
     -2.13610      6.17587     10.37610   1      9.46781
     -6.55000      6.23874      2.56225   2      9.47156
     -4.07969     -2.98569     -4.01124   1      9.47279
      2.43844     -9.03528      5.51428   2      9.49553
      2.44599      9.20251      5.55628   2      9.50135
     -6.21851     -5.99583      6.34486   1      9.50281
     -6.21431      6.16021      6.37213   1      9.50309
     -6.55338     -6.11259      2.53630   2      9.50656
     -3.54476     -2.85099     11.72640   2      9.52698
      7.81963     -6.09264      4.18595   2      9.54170
      7.82302      6.25870      4.21191   2      9.54232
     -3.54060      3.03546     11.74250   2      9.54287
     -1.63222      9.18685      1.55227   2      9.59551
      8.15439      4.62732     -0.08106   3      9.59695
     -7.61881      3.01981      7.73848   2      9.60975
     -7.62296     -2.86665      7.72244   2      9.61206
      8.15062     -4.49157     -0.10206   3      9.61907
     -5.88413     -2.84185     10.16190   2      9.62303
      4.07618      4.61166     -4.08507   3      9.62428
     -5.88097      3.04260     10.17320   2      9.63752
     -1.63977     -9.05094      1.51028   2      9.64014
     -8.65727      0.06807      0.82322   2      9.64879
      9.79395      0.10369      6.47688   2      9.64920
     -2.44067      0.05672     -5.53514   2      9.66566
      3.57735      0.11504     12.83520   2      9.66538
      4.07241     -4.50723     -4.10607   3      9.67142
     -0.33339      6.22738     -3.79611   2      9.69440
      6.01222     -4.46456     10.26030   3      9.69723
      3.64396     -9.02759      2.30825   3      9.71155
      3.65150      9.21020      2.35025   3      9.71875
      6.01600      4.65433     10.28130   3      9.72229
      6.64896     -7.51339      3.39595   1      9.73592
     -0.64296     -9.03790      6.83458   3      9.73892
      0.43236     -7.50203      9.75431   1      9.73917
      6.65468      7.68795      3.43508   1      9.74102
     -0.63542      9.19989      6.87658   3      9.74299
     -0.33678     -6.12395     -3.82206   2      9.75778
     -0.09983      1.67678     -5.96211   2      9.76604
     -6.21863      4.60736     -1.73072   3      9.77034
     -0.10157     -1.55515     -5.96698   2      9.77918
      0.43807      7.69930      9.79344   1      9.78378
     -6.22240     -4.51153     -1.75172   3      9.81969
     -9.12382      1.67851      3.13982   2      9.83515
     -9.12549     -1.55352      3.13731   2      9.84455
      9.55808     -2.83540      6.63033   2      9.91131
      9.56124      3.04905      6.64170   2      9.93013
      6.65674      0.12047     11.51440   3      9.94574
      3.98041      7.57940     -1.94197   2      9.95353
     10.39490     -1.53141      3.60979   2      9.95909
     10.39660      1.70061      3.61230   2      9.96040
      8.89260      3.01275     -0.97423   2      9.96251
      8.88844     -2.87370     -0.99028   2      9.97605
      3.97461     -7.42645     -1.97910   2      9.98633
