natx =      359
    x       y        z       iph  
     -0.10157     -1.55515     -5.96698   2      7.46010
      7.08142     -4.47807      5.07912   3      7.46720
      6.54846     -6.09901     -2.56450   2      7.47037
      6.55284      6.25433     -2.53387   2      7.47227
      7.08519      4.64083      5.10012   3      7.49568
     -2.14042      4.62302      2.27329   3      7.50659
     -2.14419     -4.49587      2.25229   3      7.51236
     -2.90722      1.66715     -3.21854   2      7.51734
     -2.90889     -1.56487     -3.22105   2      7.52822
      2.47402      3.00423     -6.54750   2      7.57089
      2.47086     -2.88022     -6.55887   2      7.58820
      1.93402     -4.48022      6.25630   3      7.61764
      1.93779      4.63868      6.27730   3      7.64370
     -3.64820      0.05183     -2.32961   3      7.64591
     -0.63919      0.08100      6.85558   3      7.71307
      2.57647      7.67229     -0.56892   1      7.71459
      2.57076     -7.52904     -0.60805   1      7.71763
      9.86433      0.07994     -4.02911   3      7.71867
      0.33186     -6.08765      3.79386   2      7.73689
      0.63872      0.06214     -6.85594   3      7.76138
     10.62730     -2.84891      1.44914   2      7.76922
      0.33624      6.26568      3.82449   2      7.77840
     10.39490     -1.53141      3.60979   2      7.78139
     10.39660      1.70061      3.61230   2      7.78984
     10.63040      3.03554      1.46051   2      7.79100
      5.04758      1.67893     -7.13928   2      7.81680
      5.04584     -1.55300     -7.14415   2      7.82420
     -3.97642      1.68066      1.96265   2      7.82579
     -3.97808     -1.55137      1.96014   2      7.82924
      6.21846      3.10035     -6.35086   1      7.84028
     -3.74258      3.01559     -0.18914   2      7.84767
     -3.74574     -2.86887     -0.20051   2      7.84916
      6.98565     -1.51033      7.22222   2      7.85740
      6.21512     -2.98139     -6.36559   1      7.86018
      3.97461     -7.42645     -1.97910   2      7.86526
      3.98041      7.57940     -1.94197   2      7.86629
      1.17309      7.56968      0.80396   2      7.86816
      1.16722     -7.43609      0.76447   2      7.87460
      6.98739      1.72160      7.22709   2      7.87690
     10.29330     -2.96574     -2.36158   1      7.91152
     10.29670      3.11600     -2.34685   1      7.91304
     -1.40259      6.24089      1.38508   2      7.95501
     -1.40598     -6.11044      1.35912   2      7.96180
      2.67223     -6.09479      5.36313   2      7.98756
      2.67562      6.25655      5.38908   2      8.01968
      2.90541     -7.41295      3.20208   2      8.02975
      6.32050      7.57183     -0.37322   2      8.04323
      6.31462     -7.43394     -0.41270   2      8.04754
      4.41068     -2.83755      7.80750   2      8.05077
      2.91122      7.59290      3.23921   2      8.07902
     -3.00603     -4.48234     -1.09491   3      8.08091
     -3.00226      4.63655     -1.07391   3      8.08171
      4.41384      3.04690      7.81887   2      8.08664
     -2.00906     -4.47343      4.22940   2      8.13234
      5.15038     -4.45102      6.91310   3      8.13312
     -2.00528      4.64546      4.25040   2      8.15729
     -0.13318     -4.47724      6.11188   2      8.19214
      5.15415      4.66787      6.93410   3      8.19326
      7.15639      4.61678     -5.40667   2      8.19432
     -0.12941      4.64165      6.13287   2      8.21835
      7.15262     -4.50211     -5.42767   2      8.22191
      4.81401      6.22953     -4.97329   2      8.24719
      9.35495     -4.48264     -3.30614   2      8.26314
      9.35872      4.63625     -3.28514   2      8.26361
      4.81062     -6.12180     -4.99924   2      8.28811
      8.89222      6.24519     -0.96928   2      8.29676
      8.88883     -6.10615     -0.99523   2      8.30004
     11.46410     -1.54492     -1.57139   2      8.34071
     11.46580      1.68711     -1.56888   2      8.34202
     -0.33339      6.22738     -3.79611   2      8.36152
      1.83825     -1.51248      8.39940   2      8.36821
     -2.44067      0.05672     -5.53514   2      8.37318
      1.83999      1.71945      8.40427   2      8.38531
     -0.33678     -6.12395     -3.82206   2      8.40349
      7.81963     -6.09264      4.18595   2      8.43963
      7.82302      6.25870      4.21191   2      8.47162
      1.07149      6.13535     -5.16742   1      8.55719
      1.06728     -6.02070     -5.19468   1      8.59450
      0.13311      4.61845     -6.11197   2      8.59704
     -4.71740      0.06534      2.85157   3      8.59912
      0.12934     -4.50044     -6.13297   2      8.62637
      5.58171     -1.41744      8.59527   1      8.62635
     11.79830     -1.42880      2.23691   1      8.62953
     11.80010      1.60766      2.23978   1      8.63858
      5.58354      1.61901      8.59814   1      8.64022
      9.22370     -5.98938      2.81333   1      8.68337
      5.78612      0.06429     -8.03312   3      8.69052
      9.22790      6.16666      2.84060   1      8.71937
     10.16160     -4.47294      3.75752   2      8.74370
     -3.13842      4.61248     -3.05232   2      8.74371
      6.64896     -7.51339      3.39595   1      8.75278
     10.16540      4.64595      3.77852   2      8.77155
      9.79395      0.10369      6.47688   2      8.77271
     -3.14219     -4.50641     -3.07332   2      8.77283
      6.65468      7.68795      3.43508   1      8.79773
      5.24542     -7.42043      4.76848   2      8.86593
     -2.70519      0.08146      6.71246   2      8.89204
      9.72801      0.05875     -6.00426   2      8.89278
      7.21656     -4.45562      7.05623   2      8.89552
      5.25130      7.58533      4.80797   2      8.90715
      8.05282     -7.41080      2.02491   2      8.90988
      1.50156     -7.51554      4.57313   1      8.90971
     -1.16699      7.57725     -0.76480   2      8.91573
     -1.17280     -7.42860     -0.80192   2      8.91689
     -2.67338      3.00208     -5.37033   2      8.92271
     -2.67654     -2.88237     -5.38170   2      8.93914
      7.72387      7.67444     -1.74610   1      8.94319
      7.71816     -7.52689     -1.78523   1      8.94402
      2.24229      7.55617     -4.37722   2      8.94620
      7.22033      4.66327      7.07723   2      8.94706
      1.50727      7.68580      4.61226   1      8.95208
      8.05862      7.59505      2.06204   2      8.95636
      2.23641     -7.44959     -4.41671   2      8.99655
     -1.07111     -5.99368      5.16769   1      8.99657
      3.21434      4.62520     -7.43227   3      9.02583
     -1.06691      6.16236      5.19495   1      9.02785
      3.21057     -4.49370     -7.45327   3      9.04876
      5.28051      4.62060     -7.28915   2      9.06962
     11.36700     -4.46238      0.55474   3      9.07198
      2.56840      0.04048     -8.68797   3      9.09137
      5.27674     -4.49830     -7.31015   2      9.09586
     -3.64391     -1.43525      5.76844   1      9.09802
     -2.47556     -2.86450      6.54526   2      9.09844
     11.37080      4.65651      0.57574   3      9.10252
     -3.64207      1.60121      5.77131   1      9.10249
     -2.47140      3.02196      6.56130   2      9.11201
      3.50764     -9.04879      0.33310   2      9.11921
      3.51518      9.18900      0.37510   2      9.11863
     -5.57788      0.07350     -0.49758   3      9.12885
      8.79113      1.57849     -6.94541   1      9.13450
     -4.20762      4.62599      2.12887   2      9.13682
     11.23080     -4.48645     -1.42366   2      9.13889
      8.78930     -1.45796     -6.94828   1      9.13910
     -4.21139     -4.49290      2.10787   2      9.13979
     11.23460      4.63244     -1.40266   2      9.14064
      9.55808     -2.83540      6.63033   2      9.18680
      2.06915     -4.45777      8.23340   2      9.20126
      9.22359      4.61381     -5.26225   3      9.20983
     -5.14555      3.10955      1.18468   1      9.21217
     -5.14889     -2.97219      1.16995   1      9.21512
      9.56124      3.04905      6.64170   2      9.21993
      9.21981     -4.50508     -5.28325   3      9.23614
     -4.57907      0.08373      4.82723   2      9.24436
      2.07292      4.66112      8.25440   2      9.24955
     -4.07635      3.09605     -3.99651   1      9.25496
     -4.07969     -2.98569     -4.01124   1      9.27461
      3.64396     -9.02759      2.30825   3      9.30638
      2.47463      6.23867     -6.53787   2      9.30723
      7.85414      0.06102     -7.88949   2      9.31786
      3.00753     -2.94087      9.17796   1      9.33689
      2.47025     -6.11466     -6.56850   2      9.34152
      5.57364     -9.04925      0.47622   3      9.35076
      5.58118      9.18853      0.51822   3      9.35160
      3.65150      9.21020      2.35025   3      9.35625
      3.01087      3.14087      9.19269   1      9.36987
     -0.50086      0.09939      8.83124   2      9.37842
     11.93230      0.07667     -3.88548   2      9.42827
      6.21889      6.13750     -6.34459   1      9.43491
      8.15493     -2.93872      8.00078   1      9.43863
      6.21469     -6.01855     -6.37186   1      9.46711
     10.62670     -6.08335      1.43951   2      9.46982
      8.15828      3.14302      8.01552   1      9.47263
      1.64131      9.19127     -1.51013   2      9.49542
      1.63376     -9.04652     -1.55213   2      9.50143
     10.29290     -6.00289     -2.36785   1      9.50197
     10.29710      6.15316     -2.34058   1      9.50327
     10.63100      6.26998      1.47014   2      9.50644
      7.62143      3.00638     -7.72468   2      9.52813
      7.61827     -2.87807     -7.73605   2      9.54025
     -3.74197      6.25003     -0.17951   2      9.54361
     -3.74635     -6.10331     -0.21014   2      9.54485
      5.71197     -9.03086      2.45188   2      9.59563
     -4.07523     -4.46883      4.08627   3      9.59608
     11.69650     -2.86242     -3.73204   2      9.60730
     11.69960      3.02204     -3.72067   2      9.61088
      9.96180      2.99924     -6.15542   2      9.62114
     -4.07146      4.65006      4.10727   3      9.62047
      0.00298     -4.45317      8.09028   3      9.62364
      9.95764     -2.88721     -6.17146   2      9.63800
      5.71952      9.20692      2.49388   2      9.64006
     -5.71420      0.05230     -2.47273   2      9.64880
     12.73700      0.08791      3.18093   2      9.64918
      6.52042      0.09927      9.53929   2      9.66540
      0.50240      0.04094     -8.83109   2      9.66568
      0.00675      4.66572      8.11128   3      9.67305
      4.41006     -6.07199      7.79787   2      9.69242
     -1.93306      4.62305     -6.25510   3      9.69797
      0.43378      9.18638      1.69540   3      9.71441
      0.42623     -9.05140      1.65340   3      9.71654
     -1.93684     -4.49585     -6.27610   3      9.72078
     -2.57094      7.67014      0.60825   1      9.73716
      3.64566      7.65878     -5.75011   1      9.73992
      4.71316     -9.04110     -2.87293   3      9.74061
     -2.57665     -7.53119      0.56912   1      9.74121
      4.72070      9.19669     -2.83093   3      9.74158
      4.41445      6.28134      7.82850   2      9.75986
      4.17833     -1.52005      9.96815   2      9.76729
     10.29780     -4.44888      5.73593   3      9.76955
      4.18000      1.71197      9.97066   2      9.77833
      3.63995     -7.54255     -5.78924   1      9.78351
     10.30160      4.67002      5.75693   3      9.82115
     13.20230     -1.52169      0.86386   2      9.83428
     13.20400      1.71025      0.86873   2      9.84406
     -5.48041      2.99279     -2.62389   2      9.91252
     -5.48457     -2.89366     -2.63993   2      9.93347
     -2.57901      0.03833     -7.51080   3      9.94742
      0.09802     -7.42258      5.94566   2      9.95273
     -6.31643      1.68814      0.39625   2      9.95991
     -6.31817     -1.54379      0.39138   2      9.96103
     -4.81494     -2.85536      4.98067   2      9.96426
     -4.81178      3.02909      4.99204   2      9.97662
      0.10390      7.58318      5.98514   2      9.98785
      9.12201     -7.42430     -3.15628   2      9.99884
