natx =      359
    x       y        z       iph  
     -2.23445     10.82270      4.42126   2      7.77738
      7.82341      3.02625      4.20695   2      7.78120
      7.82302      6.25870      4.21191   2      7.78900
      8.05862      7.59505      2.06204   2      7.79210
      2.47463      6.23867     -6.53787   2      7.81327
      2.47402      3.00423     -6.54750   2      7.82503
     -6.55000      6.23874      2.56225   2      7.82834
     -6.54961      3.00630      2.55730   2      7.82915
      3.64566      7.65878     -5.75011   1      7.83745
     -6.31440      7.57510      0.41238   2      7.84846
     -6.31643      1.68814      0.39625   2      7.84863
      4.41384      3.04690      7.81887   2      7.85654
      3.64372      1.57634     -5.76824   1      7.86026
      1.40166     -2.86672     -1.37769   2      7.86186
      1.40860     12.13660     -1.34532   2      7.86628
     -1.39843     12.12730      1.40112   2      7.86830
     -1.40636     -2.87800      1.36408   2      7.87473
      4.41445      6.28134      7.82850   2      7.88013
      7.72387      7.67444     -1.74610   1      7.91117
      7.72193      1.59200     -1.76423   1      7.91159
     -3.97264     10.79960      1.98365   2      7.95522
     -3.97808     -1.55137      1.96014   2      7.96136
      0.10013     -1.53571      5.96414   2      7.98856
      0.10557     10.81520      5.98765   2      8.02110
      0.33247     -2.85321      3.80349   2      8.02911
      3.74897     12.12950      0.22394   2      8.04345
      3.74104     -2.87585      0.18690   2      8.04603
      1.83999      1.71945      8.40427   2      8.05032
      0.33940     12.15010      3.83586   2      8.07848
     -5.57411      9.19239     -0.47658   3      8.08111
     -5.57788      0.07350     -0.49758   3      8.08214
      1.84202      7.60641      8.42040   2      8.09105
     -4.57907      0.08373      4.82723   2      8.13164
      2.57853      0.10481      7.51043   3      8.13379
     -4.57529      9.20262      4.84823   2      8.15625
      2.58231      9.22370      7.53143   3      8.19212
      4.58438      9.17549     -4.80609   2      8.19264
     -2.70519      0.08146      6.71246   2      8.19383
      4.58061      0.05660     -4.82709   2      8.21885
     -2.70142      9.20036      6.73346   2      8.22143
      2.24396     10.78820     -4.37471   2      8.24764
      6.78871      9.19342     -2.68731   2      8.26437
      6.78494      0.07452     -2.70831   2      8.26422
      2.23852     -1.56272     -4.39822   2      8.28455
      6.31673     -1.54707     -0.39422   2      8.29788
      6.32217     10.80380     -0.37071   2      8.29839
      8.89222      6.24519     -0.96928   2      8.33968
      8.89260      3.01275     -0.97423   2      8.34075
     -2.90345     10.78600     -3.19754   2      8.36120
     -0.73357      3.04475      8.99605   2      8.36747
     -5.01430      4.61630     -4.93480   2      8.37271
     -0.73296      6.27919      9.00568   2      8.38978
     -2.90889     -1.56487     -3.22105   2      8.40084
      5.24753     -1.53356      4.78697   2      8.43973
      5.25297     10.81740      4.81048   2      8.47374
     -1.49991     10.69310     -4.57006   1      8.55747
     -1.50551     -1.46226     -4.59393   1      8.59209
     -2.43690      9.17561     -5.51414   2      8.59607
     -7.28782      4.62087      3.45046   3      8.59848
     -2.44067      0.05672     -5.53514   2      8.62571
      3.01087      3.14087      9.19269   1      8.62625
      9.22747      3.12951      2.83433   1      8.63000
      9.22790      6.16666      2.84060   1      8.63890
      3.01130      6.17802      9.19896   1      8.64346
      6.65090     -1.43095      3.41408   1      8.68275
      3.21434      4.62520     -7.43227   3      8.68724
      6.65651     10.72440      3.43795   1      8.71959
     -5.71043      9.17119     -2.45173   2      8.74355
      7.58962      0.08576      4.35811   2      8.74388
      4.07673     -2.95438      3.99678   1      8.75232
     -5.71420      0.05230     -2.47273   2      8.77137
      7.59339      9.20465      4.37911   2      8.77300
      7.22033      4.66327      7.07723   2      8.77317
      4.08384     12.24630      4.03251   1      8.79870
      2.67184     -2.86235      5.36808   2      8.86603
      7.15639      4.61678     -5.40667   2      8.89265
     -5.27681      4.63950      7.31005   2      8.89217
      4.64655      0.10154      7.65406   2      8.89652
      2.67977     12.14300      5.40513   2      8.90714
      5.47987     -2.85106      2.62632   2      8.90795
     -1.07068     -2.95653      5.17395   1      8.91011
     -3.74574     -2.86887     -0.20051   2      8.91524
     -3.73881     12.13450     -0.16814   2      8.91583
     -5.24520      7.56159     -4.76880   2      8.92104
     -5.24723      1.67463     -4.78493   2      8.93922
      5.14592     -2.96789     -1.18441   1      8.94158
      5.15304     12.23270     -1.14868   1      8.94421
     -0.32924     12.11380     -3.78006   2      8.94654
      4.65032      9.22043      7.67506   2      8.94775
     -1.06356     12.24410      5.20968   1      8.95260
      5.48680     12.15230      2.65869   2      8.95585
     -0.33717     -2.89151     -3.81711   2      8.99523
     -3.64391     -1.43525      5.76844   1      8.99830
      0.64249      9.18103     -6.83494   3      9.02520
     -3.63830     10.72010      5.79231   1      9.02789
      0.63872      0.06214     -6.85594   3      9.04976
      2.71050      9.17776     -6.69132   2      9.06951
      8.79514      0.09345      1.15207   3      9.07248
     -0.00203      4.59601     -8.08908   3      9.08991
      2.70673      0.05887     -6.71232   2      9.09604
     -6.21474      3.12306      6.36586   1      9.09729
     -5.04561      1.69416      7.14383   2      9.09780
      8.79891      9.21234      1.17307   3      9.10136
     -6.21431      6.16021      6.37213   1      9.10528
     -5.04351      7.58103      7.16232   2      9.11531
      0.94356     13.74700      0.97269   2      9.11917
      0.93602     -4.49075      0.93069   2      9.11863
     -8.14967      4.63440      0.10326   3      9.12883
      6.21889      6.13750     -6.34459   1      9.13170
      8.65881      0.07225     -0.82308   2      9.13727
     -6.77963      9.18470      2.72945   2      9.13847
      6.21846      3.10035     -6.35086   1      9.13943
      8.66259      9.19115     -0.80208   2      9.14025
     -6.78340      0.06581      2.70845   2      9.14018
      6.98739      1.72160      7.22709   2      9.18695
     -0.50086      0.09939      8.83124   2      9.20144
      6.65038      9.17502     -4.66296   3      9.20955
     -7.71834      7.66799      1.78543   1      9.21400
     -7.72028      1.58555      1.76730   1      9.21491
      6.98942      7.60856      7.24322   2      9.22311
      6.64661      0.05613     -4.68396   3      9.23216
     -7.15269      4.64331      5.42757   2      9.24758
     -0.49708      9.21828      8.85224   2      9.24943
     -6.64914      7.65448     -3.39576   1      9.25483
     -6.65108      1.57204     -3.41388   1      9.27451
      1.07217     -4.46668      2.90910   3      9.30370
     -0.09606     10.79570     -5.94111   2      9.30743
      5.28051      4.62060     -7.28915   2      9.31438
      0.43613      1.61686      9.77531   1      9.33663
     -0.10157     -1.55515     -5.96698   2      9.33724
      3.01076     13.74410      1.11711   3      9.35002
      3.00321     -4.49372      1.07511   3      9.35289
      1.07972     13.77110      2.95109   3      9.36032
      0.43807      7.69930      9.79344   1      9.37330
     -3.07448      4.65897      9.43158   2      9.38187
      9.35872      4.63625     -3.28514   2      9.42515
      3.64750     10.69520     -5.74724   1      9.43522
      5.58354      1.61901      8.59814   1      9.43846
      3.64189     -1.46011     -5.77111   1      9.46382
      8.05485     -1.52384      2.04104   2      9.46868
      5.58548      7.70145      8.61627   1      9.47491
     -0.93232     13.75080     -0.90979   2      9.49727
      7.72010     -1.44445     -1.76710   1      9.49949
     -0.93986     -4.48694     -0.95179   2      9.49925
      7.72570     10.71090     -1.74323   1      9.50357
      8.06036     10.82700      2.06691   2      9.50671
      5.04961      7.56589     -7.12315   2      9.52523
      5.04758      1.67893     -7.13928   2      9.54139
     -6.31266     10.80700      0.41725   2      9.54272
     -6.31817     -1.54379      0.39138   2      9.54353
      3.13835     -4.47128      3.05222   2      9.59375
     -6.64708      0.08700      4.68360   3      9.59705
      9.12578      1.69459     -3.13528   2      9.60843
      9.12782      7.58155     -3.11915   2      9.60958
      7.38969      7.55832     -5.55440   2      9.61886
     -6.64331      9.20590      4.70460   3      9.61990
     -2.56887      0.10266      8.68761   3      9.62437
      7.38759      1.67145     -5.57289   2      9.63789
      3.14589     13.76650      3.09422   2      9.64221
     -8.28583      4.61034     -1.87514   2      9.64891
     10.16540      4.64595      3.77852   2      9.64910
      3.94880      4.65731     10.13690   2      9.66544
     -2.06922      4.59898     -8.23350   2      9.66566
     -2.56510      9.22155      8.70861   3      9.67224
      1.83825     -1.51248      8.39940   2      9.69417
     -4.50491      9.17888     -5.65777   3      9.69754
     -2.13665     13.74190      2.29429   3      9.71244
     -2.14419     -4.49587      2.25229   3      9.71819
     -4.50868      0.05999     -5.67876   3      9.72187
      2.14137     -4.48019     -2.27209   3      9.73625
     -5.14177     12.22840      1.20568   1      9.73736
      1.07483     12.21710     -5.15268   1      9.74066
     -5.14889     -2.97219      1.16995   1      9.74055
      2.14892     13.75760     -2.23009   3      9.74369
      1.84376     10.83830      8.42527   2      9.75904
      1.60681      3.03761     10.56530   2      9.76688
      7.72594      0.10696      6.33326   3      9.76994
      1.06772     -2.98354     -5.18841   1      9.78022
      1.60642      6.27005     10.57030   2      9.78037
      7.72971      9.22585      6.35426   3      9.82001
     10.63040      3.03554      1.46051   2      9.83388
     10.63100      6.26998      1.47014   2      9.84316
     -8.05252      7.55187     -2.02287   2      9.91250
     -8.05462      1.66500     -2.04136   2      9.93149
     -5.14943      4.59386     -6.91190   3      9.94569
     -2.47556     -2.86450      6.54526   2      9.95414
     -8.88998      3.01344      0.98803   2      9.96137
     -8.88937      6.24788      0.99766   2      9.96172
     -7.38563      1.70165      5.57744   2      9.96336
     -7.38359      7.58861      5.59357   2      9.97935
     -2.46763     12.14080      6.58230   2      9.98777
      6.54907     -2.86457     -2.55487   2      9.99497
