natx =      362
    x       y        z       iph  
     -2.56887      0.10266      8.68761   3      6.38429
     -3.50987      0.07022     -0.35396   2      6.39792
     -3.64013      7.68365      5.78944   1      6.43049
      6.22335      4.65436      1.75292   3      6.44591
     -1.49590      9.20805      3.52743   3      6.44898
     -5.04561      1.69416      7.14383   2      6.46758
      4.64655      0.10154      7.65406   2      6.47366
      6.65274      1.60551      3.41695   1      6.48817
      0.43378      9.18638      1.69540   3      6.51044
     -3.97431      7.56753      1.98114   2      6.52036
      2.67184     -2.86235      5.36808   2      6.52733
      2.14514      4.63870     -2.25109   3      6.53077
     -3.74197      6.25003     -0.17951   2      6.55291
     -3.97808     -1.55137      1.96014   2      6.56113
      4.41445      6.28134      7.82850   2      6.58105
     -1.16699      7.57725     -0.76480   2      6.62532
      1.83825     -1.51248      8.39940   2      6.62750
     -1.40636     -2.87800      1.36408   2      6.63021
     -1.17076     -1.54164     -0.78579   2      6.65921
      1.84202      7.60641      8.42040   2      6.66436
      2.57269     -1.44660     -0.58992   1      6.66753
      2.44599      9.20251      5.55628   2      6.75060
      2.57647      7.67229     -0.56892   1      6.76576
     -3.07448      4.65897      9.43158   2      6.76967
      5.25130      7.58533      4.80797   2      6.77417
      5.24753     -1.53356      4.78697   2      6.77567
      3.01130      6.17802      9.19896   1      6.78614
     -5.27681      4.63950      7.31005   2      6.80471
     -5.14511      6.14671      1.19094   1      6.82851
     -1.63222      9.18685      1.55227   2      6.84702
      1.60681      3.03761     10.56530   2      6.86930
      5.57741      0.06964      0.49722   3      6.87405
      5.14926      3.11385     -1.16968   1      6.92971
     -3.30742      1.71730      9.58144   2      6.94656
     -0.63542      9.19989      6.87658   3      6.95485
      3.97838      1.69244     -1.95810   2      6.95603
     -6.54961      3.00630      2.55730   2      6.99919
     -2.13653      3.13872     10.36990   1      7.00676
     -6.21474      3.12306      6.36586   1      7.03029
     -1.07122      4.60951     -2.90790   3      7.04717
      7.08519      4.64083      5.10012   3      7.05685
      4.07673     -2.95438      3.99678   1      7.06095
     -2.47556     -2.86450      6.54526   2      7.07953
     -0.00148     -2.97004     -0.00723   1      7.12295
      3.65150      9.21020      2.35025   3      7.16366
      6.08719      4.63029     -0.22549   2      7.20829
      5.58354      1.61901      8.59814   1      7.23993
      4.21132      4.63410     -2.10796   2      7.25719
      4.18000      1.71197      9.97066   2      7.37673
      6.31839      1.68496     -0.39171   2      7.43633
      0.43430     -1.41959      9.77244   1      7.43744
      3.94880      4.65731     10.13690   2      7.46121
     -2.70142      9.20036      6.73346   2      7.46999
      7.82341      3.02625      4.20695   2      7.49801
     -6.08349      4.62981      0.24639   2      7.51620
      2.58231      9.22370      7.53143   3      7.56358
     -0.96740      1.70982     11.14780   2      7.56436
      1.37302      0.09712     10.71650   2      7.57108
      0.43807      7.69930      9.79344   1      7.58596
      1.07217     -4.46668      2.90910   3      7.58829
      6.98739      1.72160      7.22709   2      7.58983
      5.14970      6.15101     -1.16341   1      7.59529
      1.60642      6.27005     10.57030   2      7.59890
     -6.31643      1.68814      0.39625   2      7.59868
     -6.64708      0.08700      4.68360   3      7.62776
     -0.33301      2.99494     -3.80106   2      7.64509
     -2.13610      6.17587     10.37610   1      7.68445
      4.51199      9.20204      5.69940   3      7.68583
     -6.21431      6.16021      6.37213   1      7.69630
     -6.55000      6.23874      2.56225   2      7.69861
      3.74104     -2.87585      0.18690   2      7.72344
      3.51518      9.18900      0.37510   2      7.73673
      6.65090     -1.43095      3.41408   1      7.74301
     -6.78340      0.06581      2.70845   2      7.79095
      7.22033      4.66327      7.07723   2      7.79143
     -7.28782      4.62087      3.45046   3      7.79596
     -5.04351      7.58103      7.16232   2      7.80017
     -5.04728     -1.53786      7.14132   2      7.80514
      1.50910     10.72230      4.61513   1      7.82107
     -1.19861      4.65516     11.31410   2      7.82514
     -7.15269      4.64331      5.42757   2      7.82788
      0.86859      4.65218     11.45850   3      7.83198
      7.58962      0.08576      4.35811   2      7.84802
     -3.13842      4.61248     -3.05232   2      7.85650
      6.65468      7.68795      3.43508   1      7.85865
     -2.90722      1.66715     -3.21854   2      7.86402
     -0.13318     -4.47724      6.11188   2      7.86609
     -2.00906     -4.47343      4.22940   2      7.87342
     -5.57788      0.07350     -0.49758   3      7.89392
     -0.73673     -2.83970      8.98468   2      7.89607
      5.47987     -2.85106      2.62632   2      7.90424
     -3.64820      0.05183     -2.32961   3      7.90571
     -4.81494     -2.85536      4.98067   2      7.90830
     -5.14065      4.66357      9.28846   3      7.91310
      1.40166     -2.86672     -1.37769   2      7.92990
     -4.57529      9.20262      4.84823   2      7.95431
      1.49920      0.05398     -3.50679   3      7.98884
     -5.78659      0.07885      8.03276   3      7.99947
     -4.71363      9.18423      2.87257   3      8.01508
     -0.49708      9.21828      8.85224   2      8.02182
     -7.38563      1.70165      5.57744   2      8.03081
      8.05659      1.70810      2.04591   2      8.03068
      3.13835     -4.47128      3.05222   2      8.04519
      1.93402     -4.48022      6.25630   3      8.05850
     -2.14419     -4.49587      2.25229   3      8.07768
      0.93602     -4.49075      0.93069   2      8.07829
      0.10557     10.81520      5.98765   2      8.08480
     -0.56680      0.05445     -3.64991   2      8.08675
      7.82302      6.25870      4.21191   2      8.16299
      4.41068     -2.83755      7.80750   2      8.18487
      3.98041      7.57940     -1.94197   2      8.19194
     -3.30916     -1.51463      9.57657   2      8.19452
      3.97664     -1.53950     -1.96297   2      8.21764
     -3.74574     -2.86887     -0.20051   2      8.22140
     -3.30539      7.60426      9.59757   2      8.22262
     -2.23445     10.82270      4.42126   2      8.22675
      2.91296     10.82480      3.24408   2      8.22840
      3.43902      0.09665     10.85960   3      8.23859
      1.64131      9.19127     -1.51013   2      8.24640
     -0.42670      9.19454     -1.65376   3      8.27467
     -0.33339      6.22738     -3.79611   2      8.28167
      5.71952      9.20692      2.49388   2      8.29871
      7.72594      0.10696      6.33326   3      8.33734
      8.28952      4.64976      1.89604   2      8.34051
     -3.50610      9.18912     -0.33296   2      8.35946
      2.00898      4.61463     -4.22949   2      8.36749
      1.17476     10.80170      0.80647   2      8.37450
      5.58171     -1.41744      8.59527   1      8.37655
     -2.56510      9.22155      8.70861   3      8.40741
     -7.72028      1.58555      1.76730   1      8.43683
      3.00321     -4.49372      1.07511   3      8.44078
      3.00753     -2.94087      9.17796   1      8.45996
      4.65032      9.22043      7.67506   2      8.47493
      6.75421      3.03976      9.38814   2      8.50068
      4.71693      0.07780     -2.85193   3      8.50657
      5.58548      7.70145      8.61627   1      8.51037
      2.24019      1.66930     -4.39571   2      8.53769
     -5.14889     -2.97219      1.16995   1      8.55083
      4.17833     -1.52005      9.96815   2      8.56426
      4.18211      7.59884      9.98915   2      8.58965
      6.32050      7.57183     -0.37322   2      8.60074
      0.00298     -4.45317      8.09028   3      8.62607
      6.31673     -1.54707     -0.39422   2      8.62839
     -5.48041      2.99279     -2.62389   2      8.67657
     -4.07523     -4.46883      4.08627   3      8.70527
     -1.50368      1.57419     -4.59106   1      8.72709
     -0.96907     -1.52220     11.14530   2      8.72785
     -6.21863      4.60736     -1.73072   3      8.72891
      5.58118      9.18853      0.51822   3      8.73460
     -6.31440      7.57510      0.41238   2      8.74328
      6.98565     -1.51033      7.22222   2      8.74415
     -0.96530      7.59669     11.16630   2      8.75113
      6.01600      4.65433     10.28130   3      8.75889
     -6.31817     -1.54379      0.39138   2      8.77062
      6.98942      7.60856      7.24322   2      8.77376
     -2.56910     10.70660      0.61112   1      8.80968
     -3.54060      3.03546     11.74250   2      8.82476
     -4.71127      1.61471     10.95250   1      8.85592
      2.06915     -4.45777      8.23340   2      8.86660
     -7.61881      3.01981      7.73848   2      8.86963
     -3.63830     10.72010      5.79231   1      8.87813
      8.15828      3.14302      8.01552   1      8.87993
      8.15439      4.62732     -0.08106   3      8.88010
      4.07618      4.61166     -4.08507   3      8.88225
     -5.88097      3.04260     10.17320   2      8.89258
      6.55223      3.01989     -2.54350   2      8.89223
      5.01422     -4.47509      4.93470   2      8.91567
      6.52042      0.09927      9.53929   2      8.92298
      9.22747      3.12951      2.83433   1      8.94621
     -2.90511      7.55402     -3.20005   2      8.95341
     -4.21139     -4.49290      2.10787   2      8.95558
     -1.70839      0.09450     12.03680   3      8.96699
     -4.07635      3.09605     -3.99651   1      8.97130
     -0.93986     -4.48694     -0.95179   2      8.99276
     -2.90889     -1.56487     -3.22105   2      9.00849
      1.07106      3.09820     -5.17368   1      9.01860
      1.60265     -2.84884     10.54930   2      9.02978
     -3.21339     -4.48237      7.43347   3      9.06350
     -3.97264     10.79960      1.98365   2      9.06976
     -5.64826      0.09724     10.00840   2      9.09828
      6.75382      6.27220      9.39309   2      9.10028
      0.33940     12.15010      3.83586   2      9.11883
      0.33186     -6.08765      3.79386   2      9.11897
      2.57830     10.70870     -0.56605   1      9.11934
      8.05485     -1.52384      2.04104   2      9.13678
     -7.38359      7.58861      5.59357   2      9.13896
     -7.38737     -1.53029      5.57257   2      9.14023
      8.05862      7.59505      2.06204   2      9.14021
     -1.16525     10.80920     -0.75992   2      9.14741
     -6.55377     -2.88015      2.54125   2      9.16685
      5.14592     -2.96789     -1.18441   1      9.17166
      1.84376     10.83830      8.42527   2      9.19138
     -2.13987     -2.94302     10.35510   1      9.19774
     -5.71420      0.05230     -2.47273   2      9.21989
     -1.07111     -5.99368      5.16769   1      9.23364
     -6.21808     -2.95868      6.35113   1      9.23392
     -5.48080      6.22523     -2.61893   2      9.24247
      4.08496      4.68138     12.11530   3      9.25640
      5.25297     10.81740      4.81048   2      9.26255
      1.37679      9.21601     10.73750   2      9.34134
      8.79514      0.09345      1.15207   3      9.34253
     -6.64331      9.20590      4.70460   3      9.36076
      7.72193      1.59200     -1.76423   1      9.36762
     -8.14967      4.63440      0.10326   3      9.39922
     -3.54098      6.26790     11.74740   2      9.40386
      1.50934      0.11832     12.69160   3      9.41612
      5.15038     -4.45102      6.91310   3      9.42162
     -1.06356     12.24410      5.20968   1      9.42230
      8.15871      6.18017      8.02178   1      9.42419
     -7.61919      6.25225      7.74344   2      9.43874
     -7.72211     -1.45090      1.76443   1      9.44570
      6.55284      6.25433     -2.53387   2      9.45223
     -6.77963      9.18470      2.72945   2      9.46940
     -5.88036      6.27704     10.18290   2      9.47252
      9.22790      6.16666      2.84060   1      9.47898
     -4.07592      6.13320     -3.99024   1      9.48684
     -7.71834      7.66799      1.78543   1      9.51229
     -3.77439      0.09497     11.89360   2      9.52808
      7.81925     -2.86020      4.19091   2      9.53181
      1.07149      6.13535     -5.16742   1      9.53173
     -3.64443      9.17073     -2.30861   3      9.54086
      2.67977     12.14300      5.40513   2      9.54188
      7.59339      9.20465      4.37911   2      9.54481
      2.67223     -6.09479      5.36313   2      9.54688
      2.24229      7.55617     -4.37722   2      9.55072
     -5.57411      9.19239     -0.47658   3      9.55506
     -1.39843     12.12730      1.40112   2      9.56919
     -3.00603     -4.48234     -1.09491   3      9.57734
     -9.12382      1.67851      3.13982   2      9.57953
      2.23852     -1.56272     -4.39822   2      9.60088
     -7.85260      0.07931      7.88964   2      9.61081
      1.50298      9.17288     -3.48579   3      9.61134
     -1.40598     -6.11044      1.35912   2      9.62467
      6.78494      0.07452     -2.70831   2      9.63766
     -8.88998      3.01344      0.98803   2      9.64897
      9.56124      3.04905      6.64170   2      9.64903
     -2.67338      3.00208     -5.37033   2      9.66535
      3.34464      3.06041     13.00010   2      9.66579
     -5.78282      9.19774      8.05376   3      9.66597
     -0.33717     -2.89151     -3.81711   2      9.68380
     -0.56303      9.17334     -3.62891   2      9.69220
     -1.50551     -1.46226     -4.59393   1      9.71010
     -1.06245      4.67923     13.29250   3      9.72112
     -1.50174      7.65663     -4.57293   1      9.75300
     -8.78948      1.59906      6.94848   1      9.75401
      6.21958     -4.46453      1.73192   3      9.75426
      0.43991     10.73580      9.79631   1      9.75451
      4.07629     -5.99153      3.99051   1      9.76906
      1.00373      4.67463     13.43560   2      9.78313
      9.65562      0.08530      4.50123   3      9.79856
     -9.21886      4.64791      5.28445   3      9.80116
      8.89260      3.01275     -0.97423   2      9.80585
     -4.71310     -1.42174     10.94960   1      9.80955
     -0.00191     -6.00719     -0.01350   1      9.82155
     -9.35502      4.62384      3.30604   2      9.83384
      2.14137     -4.48019     -2.27209   3      9.83521
      0.77079      1.73296     13.58550   2      9.86634
      4.81439      2.99709     -4.97824   2      9.86787
     -0.09983      1.67678     -5.96211   2      9.87974
      3.44279      9.21555     10.88060   3      9.89075
     -4.70933      7.69715     10.97060   1      9.92119
     -2.46763     12.14080      6.58230   2      9.92479
     -8.65727      0.06807      0.82322   2      9.92987
     -2.47518     -6.09694      6.54031   2      9.93252
      4.08384     12.24630      4.03251   1      9.95050
      0.00563     12.23060      0.02850   1      9.95344
     -3.07825     -4.45992      9.41058   2      9.95428
     10.16540      4.64595      3.77852   2      9.96153
      6.65651     10.72440      3.43795   1      9.96387
      7.72971      9.22585      6.35426   3      9.97467
      8.65881      0.07225     -0.82308   2      9.97693
