natx =      359
    x       y        z       iph  
      3.13835     -4.47128      3.05222   2      9.11934
     12.23260      4.64298      3.92294   3      9.13024
     -2.13653      3.13872     10.36990   1      9.13153
     -4.57529      9.20262      4.84823   2      9.13521
     -4.57907      0.08373      4.82723   2      9.13920
     -2.13610      6.17587     10.37610   1      9.13931
     10.86310      0.09018      1.29570   2      9.14049
     10.86690      9.20907      1.31670   2      9.14122
     -2.90511      7.55402     -3.20005   2      9.18500
      4.58438      9.17549     -4.80609   2      9.20105
     -2.56887      0.10266      8.68761   3      9.20857
     11.80010      1.60766      2.23978   1      9.21417
     11.80210      7.69009      2.25791   1      9.21498
     -2.90722      1.66715     -3.21854   2      9.22296
     -2.56510      9.22155      8.70861   3      9.23295
     11.23460      4.63244     -1.40266   2      9.24784
      4.58061      0.05660     -4.82709   2      9.25004
     10.73090      1.62116      7.42096   1      9.25514
     10.73290      7.70360      7.43909   1      9.27472
      3.01076     13.74410      1.11711   3      9.30491
      4.17833     -1.52005      9.96815   2      9.30922
     -1.19861      4.65516     11.31410   2      9.31427
      3.64566      7.65878     -5.75011   1      9.33630
      4.18377     10.83090      9.99166   2      9.33703
      1.07217     -4.46668      2.90910   3      9.34822
      1.07972     13.77110      2.95109   3      9.35404
      3.00321     -4.49372      1.07511   3      9.35857
      3.64372      1.57634     -5.76824   1      9.37313
      7.15639      4.61678     -5.40667   2      9.38201
     -5.27681      4.63950      7.31005   2      9.42489
      0.43430     -1.41959      9.77244   1      9.43554
     -1.50174      7.65663     -4.57293   1      9.43807
      0.43991     10.73580      9.79631   1      9.46384
     -3.97264     10.79960      1.98365   2      9.46819
     -1.50368      1.57419     -4.59106   1      9.47468
      5.01422     -4.47509      4.93470   2      9.49750
      5.02177     13.76270      4.97670   2      9.49918
     -3.63830     10.72010      5.79231   1      9.49930
     -3.64391     -1.43525      5.76844   1      9.50369
     -3.97808     -1.55137      1.96014   2      9.50615
     -0.96740      1.70982     11.14780   2      9.52480
     -0.96530      7.59669     11.16630   2      9.54280
     10.39490     -1.53141      3.60979   2      9.54349
     10.40040     10.81950      3.63330   2      9.54385
      0.94356     13.74700      0.97269   2      9.59353
     10.72860      9.19068     -0.65896   3      9.59792
     -5.04351      7.58103      7.16232   2      9.60870
     -5.04561      1.69416      7.14383   2      9.60903
     10.72480      0.07179     -0.67996   3      9.61905
     -3.30742      1.71730      9.58144   2      9.61994
      6.65038      9.17502     -4.66296   3      9.62540
     -3.30539      7.60426      9.59757   2      9.63729
      0.93602     -4.49075      0.93069   2      9.64228
     -6.08349      4.62981      0.24639   2      9.64884
     12.36770      4.66542      5.90005   2      9.64913
      0.13311      4.61845     -6.11197   2      9.66535
      6.15113      4.67678     12.25840   2      9.66572
      6.64661      0.05613     -4.68396   3      9.67157
      2.24396     10.78820     -4.37471   2      9.69419
      8.58642      0.09880      9.68241   3      9.69643
      6.21958     -4.46453      1.73192   3      9.71129
      6.22712     13.77330      1.77392   3      9.71988
      8.59019      9.21770      9.70341   3      9.72245
      9.22413     -2.95223      2.81960   1      9.73759
      1.94156     13.75760      6.29829   3      9.73793
      3.00753     -2.94087      9.17796   1      9.74061
      9.23124     12.24840      2.85533   1      9.74124
      1.93402     -4.48022      6.25630   3      9.74255
      2.23852     -1.56272     -4.39822   2      9.75755
      2.47463      6.23867     -6.53787   2      9.76450
     -3.64443      9.17073     -2.30861   3      9.77101
      3.01464     12.25980      9.21369   1      9.78072
      2.47402      3.00423     -6.54750   2      9.78282
     -3.64820      0.05183     -2.32961   3      9.81941
     -6.55000      6.23874      2.56225   2      9.83494
     -6.54961      3.00630      2.55730   2      9.84320
     12.13480      1.72375      6.04992   2      9.91381
     12.13680      7.61071      6.06604   2      9.93186
      9.23236      4.68352     10.93810   3      9.94749
      6.55600     12.13880     -2.52250   2      9.95375
     12.97040      6.26085      3.03473   2      9.95992
     12.97080      3.02840      3.02978   2      9.96145
     11.46790      7.57398     -1.55039   2      9.96283
     11.46580      1.68711     -1.56888   2      9.98000
      6.54907     -2.86457     -2.55487   2      9.98604
     -2.46763     12.14080      6.58230   2      9.99621
