natx =      362
    x       y        z       iph  
      2.67562      6.25655      5.38908   2      6.66145
     -0.33717     -2.89151     -3.81711   2      6.66213
     -1.06691      6.16236      5.19495   1      6.67210
     -0.93986     -4.48694     -0.95179   2      6.74857
      4.58061      0.05660     -4.82709   2      6.76532
     -1.07068     -2.95653      5.17395   1      6.76848
     -3.74574     -2.86887     -0.20051   2      6.77252
     -3.74197      6.25003     -0.17951   2      6.77677
     -1.50551     -1.46226     -4.59393   1      6.78183
      6.78494      0.07452     -2.70831   2      6.80507
      6.65090     -1.43095      3.41408   1      6.82916
      3.13835     -4.47128      3.05222   2      6.84737
     -0.09983      1.67678     -5.96211   2      6.86602
     -4.07146      4.65006      4.10727   3      6.87908
     -3.64207      1.60121      5.77131   1      6.93059
      4.81439      2.99709     -4.97824   2      6.94397
      2.14137     -4.48019     -2.27209   3      6.94808
     -2.47140      3.02196      6.56130   2      6.95860
      8.05659      1.70810      2.04591   2      7.00007
      3.64372      1.57634     -5.76824   1      7.00530
      7.72193      1.59200     -1.76423   1      7.03014
      2.57853      0.10481      7.51043   3      7.04983
     -5.57788      0.07350     -0.49758   3      7.05579
     -2.57094      7.67014      0.60825   1      7.06241
      3.98041      7.57940     -1.94197   2      7.07788
      1.50727      7.68580      4.61226   1      7.12676
     -2.14419     -4.49587      2.25229   3      7.16401
     -4.57907      0.08373      4.82723   2      7.20826
     -4.07635      3.09605     -3.99651   1      7.23854
     -2.70519      0.08146      6.71246   2      7.26099
     -2.67338      3.00208     -5.37033   2      7.37634
      1.07149      6.13535     -5.16742   1      7.43414
     -4.81178      3.02909      4.99204   2      7.43655
     -2.44067      0.05672     -5.53514   2      7.45903
      4.20754     -4.48479     -2.12896   2      7.46704
     -6.31643      1.68814      0.39625   2      7.49754
      7.58962      0.08576      4.35811   2      7.51767
     -1.07499     -4.50938     -2.92890   3      7.56221
      2.47402      3.00423     -6.54750   2      7.56390
      0.13311      4.61845     -6.11197   2      7.56737
      1.06772     -2.98354     -5.18841   1      7.58113
     -5.48041      2.99279     -2.62389   2      7.58808
      0.43378      9.18638      1.69540   3      7.59410
     -0.10157     -1.55515     -5.96698   2      7.59598
     -3.64391     -1.43525      5.76844   1      7.59867
      7.82341      3.02625      4.20695   2      7.60041
      8.15439      4.62732     -0.08106   3      7.62799
      1.83999      1.71945      8.40427   2      7.64840
      3.64189     -1.46011     -5.77111   1      7.67929
     -3.00603     -4.48234     -1.09491   3      7.68089
      7.72010     -1.44445     -1.76710   1      7.69331
      8.05485     -1.52384      2.04104   2      7.69734
     -2.23619      7.59076      4.41639   2      7.72618
     -2.00906     -4.47343      4.22940   2      7.73811
     -5.14511      6.14671      1.19094   1      7.74476
     -5.71420      0.05230     -2.47273   2      7.78976
      8.28952      4.64976      1.89604   2      7.79152
      6.54907     -2.86457     -2.55487   2      7.79499
      8.79514      0.09345      1.15207   3      7.79673
      6.55284      6.25433     -2.53387   2      7.80234
     -0.00191     -6.00719     -0.01350   1      7.82017
      2.70673      0.05887     -6.71232   2      7.82372
      8.65881      0.07225     -0.82308   2      7.82617
      0.63872      0.06214     -6.85594   3      7.82937
     -6.08349      4.62981      0.24639   2      7.84863
      4.64655      0.10154      7.65406   2      7.85883
     -5.14889     -2.97219      1.16995   1      7.85884
      4.41384      3.04690      7.81887   2      7.86430
      1.64131      9.19127     -1.51013   2      7.86523
      3.51518      9.18900      0.37510   2      7.87408
      2.24229      7.55617     -4.37722   2      7.89248
      7.08519      4.64083      5.10012   3      7.89578
     -3.97431      7.56753      1.98114   2      7.90761
      6.32050      7.57183     -0.37322   2      7.90796
      6.64661      0.05613     -4.68396   3      7.90834
      5.15415      4.66787      6.93410   3      7.91088
      0.10390      7.58318      5.98514   2      7.93648
      6.08342     -4.48860     -0.24649   2      7.95530
      0.00675      4.66572      8.11128   3      7.99510
      7.29255      4.64085     -3.42827   3      7.99845
      6.21958     -4.46453      1.73192   3      8.01113
      2.00521     -4.50426     -4.25049   2      8.02115
      8.89260      3.01275     -0.97423   2      8.03036
     -6.54961      3.00630      2.55730   2      8.03111
     -1.63222      9.18685      1.55227   2      8.04686
     -0.42670      9.19454     -1.65376   3      8.05745
      3.65150      9.21020      2.35025   3      8.07827
      0.57211      9.20477      3.67105   2      8.07844
      1.40105     -6.10116     -1.38732   2      8.08508
      2.07292      4.66112      8.25440   2      8.09133
     -6.31817     -1.54379      0.39138   2      8.16432
     -2.90511      7.55402     -3.20005   2      8.18319
      4.81401      6.22953     -4.97329   2      8.19158
     -2.47556     -2.86450      6.54526   2      8.19488
      4.81024     -2.88936     -4.99428   2      8.21919
     -2.47179      6.25440      6.56626   2      8.22108
      5.25130      7.58533      4.80797   2      8.22597
      3.74143     -6.10830      0.18194   2      8.22665
     -1.40598     -6.11044      1.35912   2      8.22862
     -1.93306      4.62305     -6.25510   3      8.23681
     -0.13318     -4.47724      6.11188   2      8.24767
      1.93402     -4.48022      6.25630   3      8.27656
      1.83825     -1.51248      8.39940   2      8.28446
     -4.21139     -4.49290      2.10787   2      8.29838
     -6.21863      4.60736     -1.73072   3      8.33595
     -6.78340      0.06581      2.70845   2      8.34189
      5.01422     -4.47509      4.93470   2      8.36134
     -0.50086      0.09939      8.83124   2      8.36905
      0.33186     -6.08765      3.79386   2      8.37503
     -4.07592      6.13320     -3.99024   1      8.37489
      4.07241     -4.50723     -4.10607   3      8.40620
      9.22747      3.12951      2.83433   1      8.43784
     -1.49590      9.20805      3.52743   3      8.44133
     -1.50174      7.65663     -4.57293   1      8.45792
     -3.14219     -4.50641     -3.07332   2      8.47367
     -5.24723      1.67463     -4.78493   2      8.49829
     -4.07969     -2.98569     -4.01124   1      8.50732
     -3.20962      4.63653      7.45447   3      8.50827
     -0.73357      3.04475      8.99605   2      8.53805
      6.65468      7.68795      3.43508   1      8.55276
     -2.67277      6.23652     -5.36070   2      8.56042
     -2.67654     -2.88237     -5.38170   2      8.58365
     -4.81494     -2.85536      4.98067   2      8.60413
      1.50298      9.17288     -3.48579   3      8.62834
     -4.81116      6.26353      5.00167   2      8.63390
      6.98739      1.72160      7.22709   2      8.67922
      5.58118      9.18853      0.51822   3      8.70928
      2.47463      6.23867     -6.53787   2      8.72242
      3.01087      3.14087      9.19269   1      8.72896
      7.72594      0.10696      6.33326   3      8.73108
     -4.07523     -4.46883      4.08627   3      8.73307
      7.81925     -2.86020      4.19091   2      8.74297
      2.47086     -2.88022     -6.55887   2      8.74359
     -5.48080      6.22523     -2.61893   2      8.74446
     -4.50868      0.05999     -5.67876   3      8.75655
      7.82302      6.25870      4.21191   2      8.77079
     -5.48457     -2.89366     -2.63993   2      8.77359
      4.07629     -5.99153      3.99051   1      8.80993
      5.04758      1.67893     -7.13928   2      8.82192
      6.21846      3.10035     -6.35086   1      8.85492
     -0.56303      9.17334     -3.62891   2      8.86537
      9.12578      1.69459     -3.13528   2      8.86844
      5.14549     -6.00504     -1.19067   1      8.87745
     -6.65108      1.57204     -3.41388   1      8.87864
     -6.64708      0.08700      4.68360   3      8.88072
     -2.56887      0.10266      8.68761   3      8.88435
     -5.04561      1.69416      7.14383   2      8.89257
      7.38759      1.67145     -5.57289   2      8.89226
     -3.50610      9.18912     -0.33296   2      8.91434
     -5.01430      4.61630     -4.93480   2      8.92080
     -7.72028      1.58555      1.76730   1      8.94589
      5.71952      9.20692      2.49388   2      8.95631
      4.41068     -2.83755      7.80750   2      8.95790
      3.21434      4.62520     -7.43227   3      8.96431
      5.58354      1.61901      8.59814   1      8.97304
      2.44599      9.20251      5.55628   2      8.99605
      4.41445      6.28134      7.82850   2      9.01501
      0.43613      1.61686      9.77531   1      9.02027
     -0.09780      7.56374     -5.94598   2      9.02779
      4.72070      9.19669     -2.83093   3      9.06259
      5.47926     -6.08550      2.61669   2      9.07012
      7.15639      4.61678     -5.40667   2      9.09786
     -5.24897     -1.55730     -4.78980   2      9.09934
      1.16722     -7.43609      0.76447   2      9.11926
      1.17476     10.80170      0.80647   2      9.11858
     -1.07111     -5.99368      5.16769   1      9.11956
      8.88844     -2.87370     -0.99028   2      9.13653
      8.89222      6.24519     -0.96928   2      9.13826
     -6.55000      6.23874      2.56225   2      9.13920
     -6.55377     -2.88015      2.54125   2      9.14218
      2.67223     -6.09479      5.36313   2      9.14914
      8.05862      7.59505      2.06204   2      9.16624
     -3.64013      7.68365      5.78944   1      9.17577
     -0.33678     -6.12395     -3.82206   2      9.18976
      3.64566      7.65878     -5.75011   1      9.19474
      7.22033      4.66327      7.07723   2      9.22302
      7.72387      7.67444     -1.74610   1      9.23273
      2.57830     10.70870     -0.56605   1      9.23402
      6.98565     -1.51033      7.22222   2      9.24352
     -2.57901      0.03833     -7.51080   3      9.25164
     -3.74635     -6.10331     -0.21014   2      9.26284
      0.12934     -4.50044     -6.13297   2      9.33723
     -7.28782      4.62087      3.45046   3      9.34266
      8.15062     -4.49157     -0.10206   3      9.36106
     -6.21474      3.12306      6.36586   1      9.36833
      9.65562      0.08530      4.50123   3      9.39947
      5.04584     -1.55300     -7.14415   2      9.40014
     -0.00203      4.59601     -8.08908   3      9.41355
      2.57076     -7.52904     -0.60805   1      9.42152
     -6.65292     -1.46441     -3.41675   1      9.42221
     -3.64443      9.17073     -2.30861   3      9.42467
      9.12404     -1.53735     -3.14015   2      9.43564
      9.22790      6.16666      2.84060   1      9.44668
     -5.04728     -1.53786      7.14132   2      9.45735
      7.38592     -1.56057     -5.57540   2      9.46599
      8.28575     -4.46913      1.87504   2      9.46877
     -7.72211     -1.45090      1.76443   1      9.47991
      5.58171     -1.41744      8.59527   1      9.49021
      9.22413     -2.95223      2.81960   1      9.51199
      5.28051      4.62060     -7.28915   2      9.52433
     -6.31440      7.57510      0.41238   2      9.53339
      0.43430     -1.41959      9.77244   1      9.53619
      5.15038     -4.45102      6.91310   3      9.54011
     -1.17280     -7.42860     -0.80192   2      9.54131
     -6.08726     -4.48909      0.22539   2      9.54424
     -1.16525     10.80920     -0.75992   2      9.54623
     -0.73673     -2.83970      8.98468   2      9.55646
      7.08142     -4.47807      5.07912   3      9.55671
      2.90541     -7.41295      3.20208   2      9.57017
     10.63040      3.03554      1.46051   2      9.57940
      4.51199      9.20204      5.69940   3      9.58356
     -0.73296      6.27919      9.00568   2      9.60853
      9.35872      4.63625     -3.28514   2      9.60873
      0.00298     -4.45317      8.09028   3      9.61155
      2.91296     10.82480      3.24408   2      9.62548
     -5.27681      4.63950      7.31005   2      9.63780
     -8.05462      1.66500     -2.04136   2      9.64896
     10.39660      1.70061      3.61230   2      9.64904
      7.28878     -4.47804     -3.44926   3      9.66016
      4.18000      1.71197      9.97066   2      9.66573
     -1.83802      1.65364     -8.39972   2      9.66536
      1.84202      7.60641      8.42040   2      9.68661
      2.06915     -4.45777      8.23340   2      9.69496
      3.01130      6.17802      9.19896   1      9.71497
      2.56840      0.04048     -8.68797   3      9.71562
      1.06728     -6.02070     -5.19468   1      9.75294
     10.29670      3.11600     -2.34685   1      9.75405
      3.00753     -2.94087      9.17796   1      9.75662
     -4.71363      9.18423      2.87257   3      9.75971
     -2.56910     10.70660      0.61112   1      9.76941
      0.50240      0.04094     -8.83109   2      9.77846
     10.72480      0.07179     -0.67996   3      9.79889
     -8.14967      4.63440      0.10326   3      9.80051
      6.21889      6.13750     -6.34459   1      9.80598
     -7.38563      1.70165      5.57744   2      9.80721
      1.50910     10.72230      4.61513   1      9.82285
     10.86310      0.09018      1.29570   2      9.83538
     -0.63542      9.19989      6.87658   3      9.84219
      0.73619      2.98143     -8.98225   2      9.86301
     -3.30742      1.71730      9.58144   2      9.87067
      1.60681      3.03761     10.56530   2      9.88299
     -1.93684     -4.49585     -6.27610   3      9.88442
      6.21512     -2.98139     -6.36559   1      9.91644
      3.97461     -7.42645     -1.97910   2      9.92405
     10.16540      4.64595      3.77852   2      9.93161
      3.98215     10.81130     -1.93710   2      9.93161
     -2.57665     -7.53119      0.56912   1      9.94966
      4.58438      9.17549     -4.80609   2      9.95236
      1.50156     -7.51554      4.57313   1      9.95354
     -8.65727      0.06807      0.82322   2      9.96017
     -5.14932     -6.00934      1.16368   1      9.96314
     -6.22240     -4.51153     -1.75172   3      9.97361
     -7.15269      4.64331      5.42757   2      9.97985
